name,url,institutions,countries,country
Kate Dunn,https://dl.acm.org/profile/99658638791,['The University of Sydney'],['Australia'],Australia
Ryuya Akase,https://dl.acm.org/profile/81508706255,['Kyushu University'],['Japan'],Japan
Yoshihiro Okada,https://dl.acm.org/profile/81100385632,"['Kyushu University', 'Ryukoku University']","['Japan', 'Japan']",Japan
Ning Li,https://dl.acm.org/profile/81550168756,['Shandong University'],['China'],China
Zhifang Jiang,https://dl.acm.org/profile/81548917056,['Shandong University'],['China'],China
Zixiang Liu,https://dl.acm.org/profile/82458926857,['Shandong University'],['China'],China
Haoxin Sun,https://dl.acm.org/profile/99658638818,['Shandong University'],['China'],China
Sakib Jalil,https://dl.acm.org/profile/99658641472,['James Cook University'],['Australia'],Australia
Trina S Myers,https://dl.acm.org/profile/81333490090,['James Cook University'],['Australia'],Australia
Ian M Atkinson,https://dl.acm.org/profile/81100309773,['James Cook University'],['Australia'],Australia
Minwook Kim,https://dl.acm.org/profile/99658637818,['Brigham Young University Hawaii'],['United States'],United States
Hiba Ahsan,https://dl.acm.org/profile/99658637904,['National Institute of Technology Karnataka'],['India'],India
Aarti Prabhu,https://dl.acm.org/profile/99658639837,['National Institute of Technology Karnataka'],['India'],India
S D Deeksha,https://dl.acm.org/profile/99658642946,['National Institute of Technology Karnataka'],['India'],India
Shridhar G Domanal,https://dl.acm.org/profile/99658641888,['National Institute of Technology Karnataka'],['India'],India
Dylan Mathiesen,https://dl.acm.org/profile/81550383556,['James Cook University'],['Australia'],Australia
Andrew Bennett,https://dl.acm.org/profile/99658639470,['University of Tasmania'],['Australia'],Australia
Christopher Lueg,https://dl.acm.org/profile/81100508565,"['Berner Fachhochschule', 'University of Tasmania', 'Charles Darwin University', 'University of Technology Sydney']","['Switzerland', 'Australia', 'Australia', 'Australia']",Switzerland
Jacob L Cybulski,https://dl.acm.org/profile/81100333166,"['Deakin University', 'University of Melbourne']","['Australia', 'Australia']",Australia
Susan Keller,https://dl.acm.org/profile/99658640486,['Deakin University'],['Australia'],Australia
Dilal Saundage,https://dl.acm.org/profile/99658641791,['Deakin University'],['Australia'],Australia
Kiho Sakamoto,https://dl.acm.org/profile/99658637874,['Ochanomizu University'],['Japan'],Japan
Lakkhana Mallikarachchi,https://dl.acm.org/profile/99658637926,['University of Colombo'],['Sri Lanka'],Sri Lanka
Anuja T Dharmaratne,https://dl.acm.org/profile/81100553482,"['Monash University Malaysia', 'Hiroshima University']","['Malaysia', 'Japan']",Malaysia
Yi Li,https://dl.acm.org/profile/81549490456,['Nanjing University'],['China'],China
Zhenfeng Wu,https://dl.acm.org/profile/99658639117,,,
Ting Sun,https://dl.acm.org/profile/99658639236,,,
Callum Parker,https://dl.acm.org/profile/99658641366,"['The University of Sydney', 'University of Tasmania']","['Australia', 'Australia']",Australia
Martin Tomitsch,https://dl.acm.org/profile/81100138830,"['The University of Sydney', 'Vienna University of Technology']","['Australia', 'Austria']",Australia
Alireza Rezaeian,https://dl.acm.org/profile/99658641418,['Queensland University of Technology'],['Australia'],Australia
Jared Donovan,https://dl.acm.org/profile/81100611794,"['Queensland University of Technology', 'University of Southern Denmark, Sønderborg']","['Australia', 'Denmark']",Australia
P K S Udana,https://dl.acm.org/profile/99658642936,['University of Colombo'],['Sri Lanka'],Sri Lanka
Fumie Banba,https://dl.acm.org/profile/99658639255,['Ochanomizu University'],['Japan'],Japan
Naruhito Toyoda,https://dl.acm.org/profile/81492654998,['Shiseido Company Ltd.'],['Japan'],Japan
Hitomi Otaka,https://dl.acm.org/profile/99658641213,['Shiseido Company Ltd.'],['Japan'],Japan
K K Nisha,https://dl.acm.org/profile/99659429762,['National Institute of Technology Karnataka'],['India'],India
H R Pruthvi,https://dl.acm.org/profile/99658641805,['National Institute of Technology Karnataka'],['India'],India
Shwetha N Hadimani,https://dl.acm.org/profile/99658639725,['National Institute of Technology Karnataka'],['India'],India
Madhawa Gunasekara,https://dl.acm.org/profile/99658638639,['University of Colombo'],['Sri Lanka'],Sri Lanka
Damitha Sandaruwan,https://dl.acm.org/profile/81502806530,['University of Colombo'],['Sri Lanka'],Sri Lanka
Hirantha Weerarathna,https://dl.acm.org/profile/99658641797,['University of Colombo'],['Sri Lanka'],Sri Lanka
Hiroki Fujita,https://dl.acm.org/profile/99658640964,['University of Toyama'],['Japan'],Japan
Yoshio Nakashima,https://dl.acm.org/profile/99658639441,['University of Toyama'],['Japan'],Japan
Mamoru Takamatsu,https://dl.acm.org/profile/99658639630,['University of Toyama'],['Japan'],Japan
Daniel Filonik,https://dl.acm.org/profile/81440621162,"['Epicentre', 'CSIRO Data61', 'UNSW Sydney', 'Queensland University of Technology']","['France', 'Australia', 'Australia', 'Australia']",France
Markus Rittenbruch,https://dl.acm.org/profile/81100268335,"['Queensland University of Technology', 'CSIRO Data61', 'The University of Queensland', 'University of Bonn']","['Australia', 'Australia', 'Australia', 'Germany']",Australia
Professor Marcus Foth,https://dl.acm.org/profile/81342494632,['Queensland University of Technology'],['Australia'],Australia
Paolo Bottoni,https://dl.acm.org/profile/81100425686,"['Sapienza University of Rome', 'University of Milan']","['Italy', 'Italy']",Italy
Kamen D Kanev,https://dl.acm.org/profile/81350572984,"['Shizuoka University', 'Ontario Tech University', 'The University of Aizu']","['Japan', 'Canada', 'Japan']",Japan
Nikolay N Mirenkov,https://dl.acm.org/profile/81100503196,"['The University of Aizu', 'Siberian Branch, Russian Academy of Sciences']","['Japan', 'Russia']",Japan
Lei Ren,https://dl.acm.org/profile/81552904056,"['Beihang University', 'Ministry of Education China']","['China', 'China']",China
Jin Cui,https://dl.acm.org/profile/99660111829,['Beihang University'],['China'],China
Yi Du,https://dl.acm.org/profile/81470647228,"['Chinese Academy of Sciences', 'University of Chinese Academy of Sciences']","['China', 'China']",China
Guozhong Dai,https://dl.acm.org/profile/81100172122,"['Institute of Software Chinese Academy of Sciences', 'Chinese Academy of Sciences', 'Nokia Corporation']","['China', 'China', 'Finland']",China
Haifeng Li,https://dl.acm.org/profile/81479657628,['Harbin Institute of Technology'],['China'],China
Dayi Yang,https://dl.acm.org/profile/82459167457,['Harbin Institute of Technology'],['China'],China
Yangyang Fu,https://dl.acm.org/profile/82459085757,['Harbin Institute of Technology'],['China'],China
Hujie Huang,https://dl.acm.org/profile/82458947557,['Harbin Institute of Technology'],['China'],China
Hongyuan Fang,https://dl.acm.org/profile/82458827157,['Harbin Institute of Technology'],['China'],China
Mofei Song,https://dl.acm.org/profile/81466644873,['Nanjing University'],['China'],China
Feiqian Zhang,https://dl.acm.org/profile/82458781457,['Nanjing University'],['China'],China
Zhengxing Sun,https://dl.acm.org/profile/81375607623,['Nanjing University'],['China'],China
Yan Zhang,https://dl.acm.org/profile/81408596522,"['Beijing Electronic Science and Technology Institute', 'Nanjing University']","['China', 'China']",China
Quan Li,https://dl.acm.org/profile/84460499457,['Tsinghua University'],['China'],China
Li Chen,https://dl.acm.org/profile/81550069356,['Tsinghua University'],['China'],China
Robert Wang,https://dl.acm.org/profile/82459274457,,,
Jun-Hai Yong,https://dl.acm.org/profile/81350568307,['Tsinghua University'],['China'],China
Detan Si,https://dl.acm.org/profile/82458816557,,,
Abhishek P Chhetri,https://dl.acm.org/profile/81472652484,['The University of Texas at Dallas'],['United States'],United States
Eakta Jain,https://dl.acm.org/profile/99659528788,"['Texas Instruments', 'The University of Texas at Dallas']","['United States', 'United States']",United States
Chenghai Zhang,https://dl.acm.org/profile/82459080257,['East China Normal University'],['China'],China
Zaijia Liu,https://dl.acm.org/profile/81549398556,['Tsinghua University'],['China'],China
Xianjunsam Zheng,https://dl.acm.org/profile/81416606402,"['Tsinghua University', 'Siemens USA']","['China', 'United States']",China
Mingyang Wu,https://dl.acm.org/profile/82458982257,['Tsinghua University'],['China'],China
Rui Dong,https://dl.acm.org/profile/82458977257,['Tsinghua University'],['China'],China
Kaiping Peng,https://dl.acm.org/profile/81549374356,['Tsinghua University'],['China'],China
Jie Liang,https://dl.acm.org/profile/81375593142,"['University of Technology Sydney', 'Peking University', 'Beijing University of Technology']","['Australia', 'China', 'China']",Australia
Rossella Aiello,https://dl.acm.org/profile/81500642052,['University of Salerno'],['Italy'],Italy
Giancarlo Nota,https://dl.acm.org/profile/81100355192,['University of Salerno'],['Italy'],Italy
Gennaro Costagliola,https://dl.acm.org/profile/81100149457,"['University of Salerno', 'IEEE']","['Italy', 'United States']",Italy
Fabrizio Torre,https://dl.acm.org/profile/82458760257,['University of Salerno'],['Italy'],Italy
Waihou Ao,https://dl.acm.org/profile/82458612157,['University of Macau'],['Macao'],Macao
Mattia de Rosa,https://dl.acm.org/profile/82459058457,['University of Salerno'],['Italy'],Italy
Andrew Fish,https://dl.acm.org/profile/81339499356,['University of Brighton'],['U.K.'],U.K.
Vittorio Fuccella,https://dl.acm.org/profile/81315488598,['University of Salerno'],['Italy'],Italy
Chenxi Li,https://dl.acm.org/profile/82459181257,['Nanjing University'],['China'],China
Yejia Zhang,https://dl.acm.org/profile/82458777657,['Nanjing University'],['China'],China
Tianyang Liu,https://dl.acm.org/profile/82459145257,['University of Tours'],['France'],France
Fatma Bouali,https://dl.acm.org/profile/81339491153,"['University of Lille', 'University of Tours']","['France', 'France']",France
Gilles Venturini,https://dl.acm.org/profile/81100271205,"['University of Tours', 'Paris-Sud University']","['France', 'France']",France
William Plant,https://dl.acm.org/profile/81453651594,['Aston University'],['U.K.'],U.K.
Gerald Schaefer,https://dl.acm.org/profile/81324493315,"['Loughborough University', 'Aston University', 'Nottingham Trent University', 'University of East Anglia']","['U.K.', 'U.K.', 'U.K.', 'U.K.']",U.K.
Xiangxu Meng,https://dl.acm.org/profile/81322501374,"['Shandong University', 'Ministry of Education China']","['China', 'China']",China
Xiaoting Bi,https://dl.acm.org/profile/82459232057,['Shandong University'],['China'],China
Shenghui Cheng,https://dl.acm.org/profile/81540747756,['Shandong University'],['China'],China
Gerry Derksen,https://dl.acm.org/profile/82459188557,['Winthrop University'],['United States'],United States
Stan Ruecker,https://dl.acm.org/profile/81363600690,"['University of Illinois Urbana-Champaign', 'IIT Research Institute', 'University of Alberta']","['United States', 'United States', 'Canada']",United States
Tim Causer,https://dl.acm.org/profile/82458635157,['University College London'],['U.K.'],U.K.
Melissa M Terras,https://dl.acm.org/profile/81548023973,"['The University of Edinburgh', 'University College London']","['U.K.', 'U.K.']",U.K.
Yingqing Xu,https://dl.acm.org/profile/99659643290,['Tsinghua University'],['China'],China
Michelle Xue Zhou,https://dl.acm.org/profile/81100264735,"['Utah State University', 'IBM Research - Almaden', 'IBM Research', 'International Business Machines']","['United States', 'United States', 'United States', 'United States']",United States
Jing Fan,https://dl.acm.org/profile/81388592076,"['Zhejiang University of Technology', 'College of Computer Science and Technology, Zhejiang University']","['China', 'China']",China
Xiaoying Shi,https://dl.acm.org/profile/81508690581,['Zhejiang University of Technology'],['China'],China
Zhan Zhou,https://dl.acm.org/profile/81549289956,['Zhejiang University of Technology'],['China'],China
Ying Tang,https://dl.acm.org/profile/81388598707,['Zhejiang University of Technology'],['China'],China
Xiaoping Fan,https://dl.acm.org/profile/81339498581,"['Central South University', 'Hunan University of Finance and Economics']","['China', 'China']",China
Ruobo Xin,https://dl.acm.org/profile/81549340856,['Shandong University'],['China'],China
Dongxu Duan,https://dl.acm.org/profile/81548713556,"['IBM Research - China', 'IBM China Company Limited']","['China', 'China']",China
Weihong Qian,https://dl.acm.org/profile/81442597296,"['IBM China Company Limited', 'IBM Research - China', 'IBM Research']","['China', 'China', 'United States']",China
Shimei Pan,https://dl.acm.org/profile/81100484491,"['University of Maryland, College Park (UMD)', 'University of Maryland, Baltimore County (UMBC)']","['United States', 'United States']",United States
Lei Shi,https://dl.acm.org/profile/99659747465,"['Institute of Software Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['China', 'China']",China
Chuang Lin,https://dl.acm.org/profile/99659739027,"['Tsinghua University', 'Tsinghua National Laboratory for Information Science and Technology']","['China', 'China']",China
Jared Shenson,https://dl.acm.org/profile/81549326956,['Vanderbilt University'],['United States'],United States
Alark Joshi,https://dl.acm.org/profile/81504684109,['Boise State University'],['United States'],United States
Xiaojuan Liu,https://dl.acm.org/profile/81548522456,['Beijing Normal University'],['China'],China
Xia Lin,https://dl.acm.org/profile/81100220220,"['Drexel University', 'University of Maryland, College Park (UMD)', 'Pace University']","['United States', 'United States', 'United States']",United States
Tuannhon Dang,https://dl.acm.org/profile/81474659807,['University of Illinois at Chicago'],['United States'],United States
Leland K Wilkinson,https://dl.acm.org/profile/81100304143,"['University of Illinois at Chicago', 'Northwestern University']","['United States', 'United States']",United States
Li Yu,https://dl.acm.org/profile/81548739656,['The University of North Carolina at Charlotte'],['United States'],United States
Jiawan Zhang,https://dl.acm.org/profile/81453614419,['Tianjin University'],['China'],China
Peng Ye,https://dl.acm.org/profile/99659918096,['Soochow University'],['China'],China
Chenming Pang,https://dl.acm.org/profile/81549269856,['East China Normal University'],['China'],China
Roy Chi Kit Chan,https://dl.acm.org/profile/81548735956,['University of Macau'],['Macao'],Macao
Kewei Yang,https://dl.acm.org/profile/81548349256,['Nanjing University'],['China'],China
Jie Zhou,https://dl.acm.org/profile/81549407256,['Nanjing University'],['China'],China
Yi Li,https://dl.acm.org/profile/99659380172,['Nanjing University'],['China'],China
Xianlin Hu,https://dl.acm.org/profile/81467663707,['The University of North Carolina at Charlotte'],['United States'],United States
Lane T Harrison,https://dl.acm.org/profile/81435599709,"['Worcester Polytechnic Institute', 'Tufts University', 'The University of North Carolina at Charlotte']","['United States', 'United States', 'United States']",United States
Huaguang Song,https://dl.acm.org/profile/81548355456,"['University of the Pacific, California']",['United States'],United States
Jinzhu Gao,https://dl.acm.org/profile/81100132506,"['University of the Pacific, California', 'University of Minnesota System', 'Oak Ridge National Laboratory', 'IEEE', 'The Ohio State University']","['United States', 'United States', 'United States', 'United States', 'United States']",United States
Jiang Jian,https://dl.acm.org/profile/81548996956,['Tsinghua University'],['China'],China
Guanmin Liu,https://dl.acm.org/profile/81548461556,['Tsinghua University'],['China'],China
Chuncheng Lin,https://dl.acm.org/profile/81100227371,"['National Yang Ming Chiao Tung University', 'National Chiao Tung University Taiwan', 'University of Taipei']","['Taiwan', 'Taiwan', 'Taiwan']",Taiwan
Xiaoyu Wang,https://dl.acm.org/profile/81467645327,['The University of North Carolina at Charlotte'],['United States'],United States
Eric A. Bier,https://dl.acm.org/profile/81100084142,"['Palo Alto Research Center Incorporated', 'University of California, Berkeley']","['United States', 'United States']",United States
Thomas James Butkiewicz,https://dl.acm.org/profile/81367590837,"['University System of New Hampshire', 'University of New Hampshire Durham', 'The University of North Carolina at Charlotte']","['United States', 'United States', 'United States']",United States
William Ribarsky,https://dl.acm.org/profile/81100028256,"['The University of North Carolina at Charlotte', 'IEEE', 'Georgia Institute of Technology', 'Georgia Tech Research Institute']","['United States', 'United States', 'United States', 'United States']",United States
Wenwen Dou,https://dl.acm.org/profile/81414604610,['The University of North Carolina at Charlotte'],['United States'],United States
Cheongiao Pang,https://dl.acm.org/profile/81466645302,['University of Macau'],['Macao'],Macao
Felix Hon Hou Cheang,https://dl.acm.org/profile/81487645436,['University of Macau'],['Macao'],Macao
Takashi Yuki,https://dl.acm.org/profile/81487644992,['University of Tsukuba'],['Japan'],Japan
Zhirong Zeng,https://dl.acm.org/profile/81542207356,['Chinese Academy of Sciences'],['China'],China
Kun Wang,https://dl.acm.org/profile/81487643126,['Beijing Jiaotong University'],['China'],China
Dongxing Teng,https://dl.acm.org/profile/81384607002,"['Institute of Software Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['China', 'China']",China
Yuri Saito,https://dl.acm.org/profile/81487645949,['Ochanomizu University'],['Japan'],Japan
Yasuhiko Sota,https://dl.acm.org/profile/81487652857,['Shimane University'],['Japan'],Japan
Keisuke Yamamoto,https://dl.acm.org/profile/81487646379,['Shimane University'],['Japan'],Japan
Souichiro Doi,https://dl.acm.org/profile/81487643213,,,
Yasuhisa Yamamoto,https://dl.acm.org/profile/81487645665,,,
Anna Wu,https://dl.acm.org/profile/81430655874,"['Pennsylvania State University', 'Tsinghua University']","['United States', 'China']",United States
Xin Yan,https://dl.acm.org/profile/81487647520,['Pennsylvania State University'],['United States'],United States
Xiaolong(Luke) Zhang,https://dl.acm.org/profile/81316491376,"['Pennsylvania State University', 'Taiyuan University of Technology', 'Drexel University', 'The University of Arizona']","['United States', 'China', 'United States', 'United States']",United States
Feng Tian,https://dl.acm.org/profile/81100106876,"['Institute of Software Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['China', 'China']",China
Xiang Cao,https://dl.acm.org/profile/81100130420,"['Lenovo Group, China', 'Microsoft Research Asia', 'Microsoft Research', 'Microsoft Research Cambridge', 'University of Delaware']","['China', 'China', 'United States', 'U.K.', 'United States']",China
Fei Lyu,https://dl.acm.org/profile/81484645699,"['Beijing University of Posts and Telecommunications', 'Institute of Software Chinese Academy of Sciences']","['China', 'China']",China
Philip Trevor Cox,https://dl.acm.org/profile/81408600520,"['Dalhousie University', 'University of Waterloo']","['Canada', 'Canada']",Canada
Simon Gauvin,https://dl.acm.org/profile/81100654649,['Dalhousie University'],['Canada'],Canada
Jian Shi,https://dl.acm.org/profile/81487652078,['Chinese Academy of Sciences'],['China'],China
Ying Qiao,https://dl.acm.org/profile/81550008956,"['Institute of Software Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['China', 'China']",China
Yi Zhang,https://dl.acm.org/profile/81487649595,['Tianjin University'],['China'],China
Lei Fu,https://dl.acm.org/profile/81467659085,['Tianjin University'],['China'],China
Qinghui Guo,https://dl.acm.org/profile/81487640674,['Tianjin University'],['China'],China
Jie Hao,https://dl.acm.org/profile/81418594635,['The University of Texas at Dallas'],['United States'],United States
Jiansu Pu,https://dl.acm.org/profile/81487651695,['Hong Kong University of Science and Technology'],['Hong Kong'],Hong Kong
Weiwei Cui,https://dl.acm.org/profile/81100228981,"['Microsoft Research Asia', 'Microsoft Research', 'Hong Kong University of Science and Technology']","['China', 'United States', 'Hong Kong']",China
Siyuan Liu,https://dl.acm.org/profile/88159345257,"['Carnegie Mellon University', 'Pennsylvania State University', 'Penn State Smeal College of Business']","['United States', 'United States', 'United States']",United States
Lionel Ming Shuan Ni,https://dl.acm.org/profile/81100358196,"['Hong Kong University of Science and Technology', 'University of Macau', 'Shanghai Jiao Tong University']","['Hong Kong', 'Macao', 'China']",Hong Kong
Yu Su,https://dl.acm.org/profile/81479650318,['Southern Methodist University'],['United States'],United States
Margaret H Dunham,https://dl.acm.org/profile/81409595451,"['Southern Methodist University', 'University of Virginia']","['United States', 'United States']",United States
Liang Gou,https://dl.acm.org/profile/81502758188,"['Bosch Research and Technology Center', 'Visa Inc.', 'IBM Research - Almaden', 'Pennsylvania State University']","['United States', 'United States', 'United States', 'United States']",United States
Fang You,https://dl.acm.org/profile/81351599219,['Sun Yat-Sen University'],['China'],China
Jun Guo,https://dl.acm.org/profile/81487643456,['Sun Yat-Sen University'],['China'],China
Luqi Wu,https://dl.acm.org/profile/81487650203,['Sun Yat-Sen University'],['China'],China
SuTe Lei,https://dl.acm.org/profile/81100482168,['The University of Texas at Dallas'],['United States'],United States
James D Hollan,https://dl.acm.org/profile/81332504463,"['University of California, San Diego', 'University of Maryland, College Park (UMD)']","['United States', 'United States']",United States
Ben Bederson,https://dl.acm.org/profile/81100083927,"['University of Maryland, College Park (UMD)', 'RISE, Swedish Institute of Computer Science']","['United States', 'Sweden']",United States
CÉcile Laurance Paris,https://dl.acm.org/profile/81100495902,"['CSIRO Data61', 'Macquarie University', 'Commonwealth Scientific and Industrial Research Organization']","['Australia', 'Australia', 'Australia']",Australia
Shengfeng Qin,https://dl.acm.org/profile/81100549711,"['Northumbria University', 'Brunel University London']","['U.K.', 'U.K.']",U.K.
Shaorong Wang,https://dl.acm.org/profile/81470646542,['Peking University'],['China'],China
Yisong Chen,https://dl.acm.org/profile/99659385433,['Peking University'],['China'],China
Guoping Wang,https://dl.acm.org/profile/81100213064,"['Peking University', 'Central China Normal University']","['China', 'China']",China
Miaomiao Li,https://dl.acm.org/profile/81470649191,['Shandong University'],['China'],China
Yan Huang,https://dl.acm.org/profile/99659592332,['Shandong University'],['China'],China
Shenfang Li,https://dl.acm.org/profile/81470648115,['Shandong University'],['China'],China
Ye Yuan,https://dl.acm.org/profile/81470641837,['Beijing Normal University'],['China'],China
Zhongke Wu,https://dl.acm.org/profile/81440595151,"['Beijing Normal University', 'Ministry of Education China', 'Nanyang Technological University']","['China', 'China', 'Singapore']",China
Jing Zhao,https://dl.acm.org/profile/81470647974,,,
Sheng Li,,['Peking University'],['China'],China
Lei Tang,https://dl.acm.org/profile/81456623039,['Shandong University'],['China'],China
Xueqing Li,https://dl.acm.org/profile/81460647035,['Shandong University'],['China'],China
Wenjing Qi,https://dl.acm.org/profile/99659630057,['Shandong University'],['China'],China
Anh Dang,https://dl.acm.org/profile/81314488396,['Dalhousie University'],['Canada'],Canada
Jiayao Chen,https://dl.acm.org/profile/81470649413,['Shandong University'],['China'],China
Xueqing Li,https://dl.acm.org/profile/99659399355,['Shandong University'],['China'],China
Jingzhao Yang,https://dl.acm.org/profile/81470641040,['Shandong University'],['China'],China
J Joshua Thomas,https://dl.acm.org/profile/81440610062,['UOW Malaysia KDU College'],['Malaysia'],Malaysia
Choychee Ken,https://dl.acm.org/profile/81470645933,['UOW Malaysia KDU College'],['Malaysia'],Malaysia
Xiongfei Luo,https://dl.acm.org/profile/81460642808,"['Chinese Academy of Sciences', 'Institute of Software Chinese Academy of Sciences']","['China', 'China']",China
Wei Liu,https://dl.acm.org/profile/81418594973,"['Chinese Academy of Sciences', 'Institute of Software Chinese Academy of Sciences']","['China', 'China']",China
Shijian Lu,https://dl.acm.org/profile/99659619706,['CSIRO Ict Centre'],['Australia'],Australia
Shaoke Zhang,https://dl.acm.org/profile/81430627791,['Pennsylvania State University'],['United States'],United States
Jing Wang,https://dl.acm.org/profile/81470645182,['Pennsylvania State University'],['United States'],United States
Hirofumi Miyamoto,https://dl.acm.org/profile/81470647019,['Shimane University'],['Japan'],Japan
Tatman Cheong,https://dl.acm.org/profile/81470654406,['University of Macau'],['Macao'],Macao
Yain Whar Si,https://dl.acm.org/profile/81100394289,"['University of Macau', 'Queensland University of Technology']","['Macao', 'Australia']",Macao
Guoray Cai,https://dl.acm.org/profile/81100429353,['Pennsylvania State University'],['United States'],United States
