name,url,institutions,countries,country,region
Kaimin Chen,https://dl.acm.org/profile/99658641338,['National Chiao Tung University Taiwan'],['Taiwan'],Taiwan,
Loredana Caruccio,https://dl.acm.org/profile/99658631520,['University of Salerno'],['Italy'],Italy,Europe
Vincenzo Deufemia,https://dl.acm.org/profile/81100475245,['University of Salerno'],['Italy'],Italy,Europe
Christopher D'Souza,https://dl.acm.org/profile/82459248057,"['Australian Catholic University', 'Western Sydney University']","['Australia', 'Australia']",Australia,Oceania
Athula Ginige,https://dl.acm.org/profile/81100317930,"['The University of Sydney', 'Western Sydney University', 'Link Campus University']","['Australia', 'Australia', 'Italy']",Australia,Oceania
Giuseppe Polese,https://dl.acm.org/profile/81100439669,"['University of Salerno', 'University of Pittsburgh']","['Italy', 'United States']",Italy,Europe
Andrew S Brunker,https://dl.acm.org/profile/99658641837,['Western Sydney University'],['Australia'],Australia,Oceania
Anthony J Maeder,https://dl.acm.org/profile/81100346001,"['Flinders University', 'Western Sydney University', 'CSIRO Ict Centre', 'Queensland University of Technology']","['Australia', 'Australia', 'Australia', 'Australia']",Australia,Oceania
Rhys Tague,https://dl.acm.org/profile/81479660336,['Western Sydney University'],['Australia'],Australia,Oceania
Gregory S Kolt,https://dl.acm.org/profile/99658642575,['Western Sydney University'],['Australia'],Australia,Oceania
Trevor N Savage,https://dl.acm.org/profile/99658640354,['Western Sydney University'],['Australia'],Australia,Oceania
Corneel Vandelanotte,https://dl.acm.org/profile/99658640097,,,,
Mitch J Duncan,https://dl.acm.org/profile/99658642637,,,,
Cristina M Caperchione,https://dl.acm.org/profile/99658641098,['The University of British Columbia'],['Canada'],Canada,North America
Richard R Rosenkranz,https://dl.acm.org/profile/99658640509,['Kansas State University'],['United States'],United States,North America
Anetta Van Itallie,https://dl.acm.org/profile/99658641075,,,,
W Kerry Mummery,https://dl.acm.org/profile/99658639143,['University of Alberta'],['Canada'],Canada,North America
Isha Singh Jassi,https://dl.acm.org/profile/99658638828,['National Institute of Technology Karnataka'],['India'],India,Asia
S Ruchika,https://dl.acm.org/profile/99658638866,['National Institute of Technology Karnataka'],['India'],India,Asia
Susmitha Pulakhandam,https://dl.acm.org/profile/99658638735,['National Institute of Technology Karnataka'],['India'],India,Asia
Subhayan Mukherjee,https://dl.acm.org/profile/99658639930,['National Institute of Technology Karnataka'],['India'],India,Asia
T S Ashwin,https://dl.acm.org/profile/99658639596,['National Institute of Technology Karnataka'],['India'],India,Asia
Geereddy Ram Mohana Reddy,https://dl.acm.org/profile/81481646797,['National Institute of Technology Karnataka'],['India'],India,Asia
Mengyao Chen,https://dl.acm.org/profile/99658640683,['Tianjin University'],['China'],China,Asia
Cong Chen,https://dl.acm.org/profile/81549576556,['The University of Texas at Dallas'],['United States'],United States,North America
Shuqing Liu,https://dl.acm.org/profile/81549254156,"['Tianjin University', 'Tsinghua University']","['China', 'China']",China,Asia
Xiaofei Guo,https://dl.acm.org/profile/84460111757,['Tsinghua University'],['China'],China,Asia
Juanzi Li,https://dl.acm.org/profile/81350597955,['Tsinghua University'],['China'],China,Asia
Ruibing Yang,https://dl.acm.org/profile/99658642128,['Tsinghua University'],['China'],China,Asia
Xiaoli Ma,https://dl.acm.org/profile/99658640108,['Tsinghua University'],['China'],China,Asia
Priyamvada Tiwari,https://dl.acm.org/profile/99658641267,['Indian Institute of Technology Guwahati'],['India'],India,Asia
Keyur Sorathia,https://dl.acm.org/profile/87958883657,['Indian Institute of Technology Guwahati'],['India'],India,Asia
Joris Suppers,https://dl.acm.org/profile/99658635275,['University of Waikato'],['New Zealand'],New Zealand,Oceania
Mark D Apperley,https://dl.acm.org/profile/81100385323,"['University of Waikato', 'Massey University']","['New Zealand', 'New Zealand']",New Zealand,Oceania
John Howse,https://dl.acm.org/profile/81548004966,['University of Brighton'],['United Kingdom'],United Kingdom,Europe
Weidong Huang,https://dl.acm.org/profile/81100080630,"['University of Technology Sydney', 'Swinburne University of Technology', 'University of Tasmania']","['Australia', 'Australia', 'Australia']",Australia,Oceania
Jennifer Seevinck,https://dl.acm.org/profile/81100515420,"['Queensland University of Technology', 'University of Technology Sydney', 'Old Dominion University']","['Australia', 'Australia', 'United States']",Australia,Oceania
Phillip Gough,https://dl.acm.org/profile/87958859657,"['The University of Sydney', 'Queensland University of Technology']","['Australia', 'Australia']",Australia,Oceania
Xavier Ho,https://dl.acm.org/profile/99658638983,['The University of Sydney'],['Australia'],Australia,Oceania
Kate Dunn,https://dl.acm.org/profile/99658638791,['The University of Sydney'],['Australia'],Australia,Oceania
Ryuya Akase,https://dl.acm.org/profile/81508706255,['Kyushu University'],['Japan'],Japan,Asia
Yoshihiro Okada,https://dl.acm.org/profile/81100385632,"['Kyushu University', 'Ryukoku University']","['Japan', 'Japan']",Japan,Asia
Ning Li,https://dl.acm.org/profile/81550168756,['Shandong University'],['China'],China,Asia
Zhifang Jiang,https://dl.acm.org/profile/81548917056,['Shandong University'],['China'],China,Asia
Zixiang Liu,https://dl.acm.org/profile/82458926857,['Shandong University'],['China'],China,Asia
Haoxin Sun,https://dl.acm.org/profile/99658638818,['Shandong University'],['China'],China,Asia
Sakib Jalil,https://dl.acm.org/profile/99658641472,['James Cook University'],['Australia'],Australia,Oceania
Trina S Myers,https://dl.acm.org/profile/81333490090,['James Cook University'],['Australia'],Australia,Oceania
Ian M Atkinson,https://dl.acm.org/profile/81100309773,['James Cook University'],['Australia'],Australia,Oceania
Minwook Kim,https://dl.acm.org/profile/99658637818,['Brigham Young University Hawaii'],['United States'],United States,North America
Hiba Ahsan,https://dl.acm.org/profile/99658637904,['National Institute of Technology Karnataka'],['India'],India,Asia
Aarti Prabhu,https://dl.acm.org/profile/99658639837,['National Institute of Technology Karnataka'],['India'],India,Asia
S D Deeksha,https://dl.acm.org/profile/99658642946,['National Institute of Technology Karnataka'],['India'],India,Asia
Shridhar G Domanal,https://dl.acm.org/profile/99658641888,['National Institute of Technology Karnataka'],['India'],India,Asia
Dylan Mathiesen,https://dl.acm.org/profile/81550383556,['James Cook University'],['Australia'],Australia,Oceania
Andrew Bennett,https://dl.acm.org/profile/99658639470,['University of Tasmania'],['Australia'],Australia,Oceania
Christopher Lueg,https://dl.acm.org/profile/81100508565,"['Berner Fachhochschule', 'University of Tasmania', 'Charles Darwin University', 'University of Technology Sydney']","['Switzerland', 'Australia', 'Australia', 'Australia']",Switzerland,Europe
Jacob L Cybulski,https://dl.acm.org/profile/81100333166,"['Deakin University', 'University of Melbourne']","['Australia', 'Australia']",Australia,Oceania
Susan Keller,https://dl.acm.org/profile/99658640486,['Deakin University'],['Australia'],Australia,Oceania
Dilal Saundage,https://dl.acm.org/profile/99658641791,['Deakin University'],['Australia'],Australia,Oceania
Kiho Sakamoto,https://dl.acm.org/profile/99658637874,['Ochanomizu University'],['Japan'],Japan,Asia
Lakkhana Mallikarachchi,https://dl.acm.org/profile/99658637926,['University of Colombo'],['Sri Lanka'],Sri Lanka,Asia
Anuja T Dharmaratne,https://dl.acm.org/profile/81100553482,"['Monash University Malaysia', 'Hiroshima University']","['Malaysia', 'Japan']",Malaysia,Asia
Yi Li,https://dl.acm.org/profile/81549490456,['Nanjing University'],['China'],China,Asia
Zhenfeng Wu,https://dl.acm.org/profile/99658639117,,,,
Ting Sun,https://dl.acm.org/profile/99658639236,,,,
Callum Parker,https://dl.acm.org/profile/99658641366,"['The University of Sydney', 'University of Tasmania']","['Australia', 'Australia']",Australia,Oceania
Martin Tomitsch,https://dl.acm.org/profile/81100138830,"['The University of Sydney', 'Vienna University of Technology']","['Australia', 'Austria']",Australia,Oceania
Alireza Rezaeian,https://dl.acm.org/profile/99658641418,['Queensland University of Technology'],['Australia'],Australia,Oceania
Jared Donovan,https://dl.acm.org/profile/81100611794,"['Queensland University of Technology', 'University of Southern Denmark, Sønderborg']","['Australia', 'Denmark']",Australia,Oceania
P K S Udana,https://dl.acm.org/profile/99658642936,['University of Colombo'],['Sri Lanka'],Sri Lanka,Asia
Fumie Banba,https://dl.acm.org/profile/99658639255,['Ochanomizu University'],['Japan'],Japan,Asia
Naruhito Toyoda,https://dl.acm.org/profile/81492654998,['Shiseido Company Ltd.'],['Japan'],Japan,Asia
Hitomi Otaka,https://dl.acm.org/profile/99658641213,['Shiseido Company Ltd.'],['Japan'],Japan,Asia
K K Nisha,https://dl.acm.org/profile/99659429762,['National Institute of Technology Karnataka'],['India'],India,Asia
H R Pruthvi,https://dl.acm.org/profile/99658641805,['National Institute of Technology Karnataka'],['India'],India,Asia
Shwetha N Hadimani,https://dl.acm.org/profile/99658639725,['National Institute of Technology Karnataka'],['India'],India,Asia
Madhawa Gunasekara,https://dl.acm.org/profile/99658638639,['University of Colombo'],['Sri Lanka'],Sri Lanka,Asia
Damitha Sandaruwan,https://dl.acm.org/profile/81502806530,['University of Colombo'],['Sri Lanka'],Sri Lanka,Asia
Hirantha Weerarathna,https://dl.acm.org/profile/99658641797,['University of Colombo'],['Sri Lanka'],Sri Lanka,Asia
Hiroki Fujita,https://dl.acm.org/profile/99658640964,['University of Toyama'],['Japan'],Japan,Asia
Yoshio Nakashima,https://dl.acm.org/profile/99658639441,['University of Toyama'],['Japan'],Japan,Asia
Mamoru Takamatsu,https://dl.acm.org/profile/99658639630,['University of Toyama'],['Japan'],Japan,Asia
Daniel Filonik,https://dl.acm.org/profile/81440621162,"['Epicentre', 'CSIRO Data61', 'UNSW Sydney', 'Queensland University of Technology']","['France', 'Australia', 'Australia', 'Australia']",France,Europe
Markus Rittenbruch,https://dl.acm.org/profile/81100268335,"['Queensland University of Technology', 'CSIRO Data61', 'The University of Queensland', 'University of Bonn']","['Australia', 'Australia', 'Australia', 'Germany']",Australia,Oceania
Professor Marcus Foth,https://dl.acm.org/profile/81342494632,['Queensland University of Technology'],['Australia'],Australia,Oceania
Paolo Bottoni,https://dl.acm.org/profile/81100425686,"['Sapienza University of Rome', 'University of Milan']","['Italy', 'Italy']",Italy,Europe
Kamen D Kanev,https://dl.acm.org/profile/81350572984,"['Shizuoka University', 'Ontario Tech University', 'The University of Aizu']","['Japan', 'Canada', 'Japan']",Japan,Asia
Nikolay N Mirenkov,https://dl.acm.org/profile/81100503196,"['The University of Aizu', 'Siberian Branch, Russian Academy of Sciences']","['Japan', 'Russia']",Japan,Asia
Lei Ren,https://dl.acm.org/profile/81552904056,"['Beihang University', 'Ministry of Education China']","['China', 'China']",China,Asia
Jin Cui,https://dl.acm.org/profile/99660111829,['Beihang University'],['China'],China,Asia
Yi Du,https://dl.acm.org/profile/81470647228,"['Chinese Academy of Sciences', 'University of Chinese Academy of Sciences']","['China', 'China']",China,Asia
Guozhong Dai,https://dl.acm.org/profile/81100172122,"['Institute of Software Chinese Academy of Sciences', 'Chinese Academy of Sciences', 'Nokia Corporation']","['China', 'China', 'Finland']",China,Asia
Haifeng Li,https://dl.acm.org/profile/81479657628,['Harbin Institute of Technology'],['China'],China,Asia
Dayi Yang,https://dl.acm.org/profile/82459167457,['Harbin Institute of Technology'],['China'],China,Asia
Yangyang Fu,https://dl.acm.org/profile/82459085757,['Harbin Institute of Technology'],['China'],China,Asia
Hujie Huang,https://dl.acm.org/profile/82458947557,['Harbin Institute of Technology'],['China'],China,Asia
Hongyuan Fang,https://dl.acm.org/profile/82458827157,['Harbin Institute of Technology'],['China'],China,Asia
Mofei Song,https://dl.acm.org/profile/81466644873,['Nanjing University'],['China'],China,Asia
Feiqian Zhang,https://dl.acm.org/profile/82458781457,['Nanjing University'],['China'],China,Asia
Zhengxing Sun,https://dl.acm.org/profile/81375607623,['Nanjing University'],['China'],China,Asia
Yan Zhang,https://dl.acm.org/profile/81408596522,"['Beijing Electronic Science and Technology Institute', 'Nanjing University']","['China', 'China']",China,Asia
Quan Li,https://dl.acm.org/profile/84460499457,['Tsinghua University'],['China'],China,Asia
Li Chen,https://dl.acm.org/profile/81550069356,['Tsinghua University'],['China'],China,Asia
Robert Wang,https://dl.acm.org/profile/82459274457,,,,
Jun-Hai Yong,https://dl.acm.org/profile/81350568307,['Tsinghua University'],['China'],China,Asia
Detan Si,https://dl.acm.org/profile/82458816557,,,,
Abhishek P Chhetri,https://dl.acm.org/profile/81472652484,['The University of Texas at Dallas'],['United States'],United States,North America
Eakta Jain,https://dl.acm.org/profile/99659528788,"['Texas Instruments', 'The University of Texas at Dallas']","['United States', 'United States']",United States,North America
Chenghai Zhang,https://dl.acm.org/profile/82459080257,['East China Normal University'],['China'],China,Asia
Zaijia Liu,https://dl.acm.org/profile/81549398556,['Tsinghua University'],['China'],China,Asia
Xianjunsam Zheng,https://dl.acm.org/profile/81416606402,"['Tsinghua University', 'Siemens USA']","['China', 'United States']",China,Asia
Mingyang Wu,https://dl.acm.org/profile/82458982257,['Tsinghua University'],['China'],China,Asia
Rui Dong,https://dl.acm.org/profile/82458977257,['Tsinghua University'],['China'],China,Asia
Kaiping Peng,https://dl.acm.org/profile/81549374356,['Tsinghua University'],['China'],China,Asia
Jie Liang,https://dl.acm.org/profile/81375593142,"['University of Technology Sydney', 'Peking University', 'Beijing University of Technology']","['Australia', 'China', 'China']",Australia,Oceania
Rossella Aiello,https://dl.acm.org/profile/81500642052,['University of Salerno'],['Italy'],Italy,Europe
Giancarlo Nota,https://dl.acm.org/profile/81100355192,['University of Salerno'],['Italy'],Italy,Europe
Gennaro Costagliola,https://dl.acm.org/profile/81100149457,"['University of Salerno', 'IEEE']","['Italy', 'United States']",Italy,Europe
Fabrizio Torre,https://dl.acm.org/profile/82458760257,['University of Salerno'],['Italy'],Italy,Europe
Waihou Ao,https://dl.acm.org/profile/82458612157,['University of Macau'],['Macao'],Macao,Asia
Mattia de Rosa,https://dl.acm.org/profile/82459058457,['University of Salerno'],['Italy'],Italy,Europe
Andrew Fish,https://dl.acm.org/profile/81339499356,['University of Brighton'],['United Kingdom'],United Kingdom,Europe
Vittorio Fuccella,https://dl.acm.org/profile/81315488598,['University of Salerno'],['Italy'],Italy,Europe
Chenxi Li,https://dl.acm.org/profile/82459181257,['Nanjing University'],['China'],China,Asia
Yejia Zhang,https://dl.acm.org/profile/82458777657,['Nanjing University'],['China'],China,Asia
Tianyang Liu,https://dl.acm.org/profile/82459145257,['University of Tours'],['France'],France,Europe
Fatma Bouali,https://dl.acm.org/profile/81339491153,"['University of Lille', 'University of Tours']","['France', 'France']",France,Europe
Gilles Venturini,https://dl.acm.org/profile/81100271205,"['University of Tours', 'Paris-Sud University']","['France', 'France']",France,Europe
William Plant,https://dl.acm.org/profile/81453651594,['Aston University'],['United Kingdom'],United Kingdom,Europe
Gerald Schaefer,https://dl.acm.org/profile/81324493315,"['Loughborough University', 'Aston University', 'Nottingham Trent University', 'University of East Anglia']","['United Kingdom', 'United Kingdom', 'United Kingdom', 'United Kingdom']",United Kingdom,Europe
Xiangxu Meng,https://dl.acm.org/profile/81322501374,"['Shandong University', 'Ministry of Education China']","['China', 'China']",China,Asia
Xiaoting Bi,https://dl.acm.org/profile/82459232057,['Shandong University'],['China'],China,Asia
Shenghui Cheng,https://dl.acm.org/profile/81540747756,['Shandong University'],['China'],China,Asia
Gerry Derksen,https://dl.acm.org/profile/82459188557,['Winthrop University'],['United States'],United States,North America
Stan Ruecker,https://dl.acm.org/profile/81363600690,"['University of Illinois Urbana-Champaign', 'IIT Research Institute', 'University of Alberta']","['United States', 'United States', 'Canada']",United States,North America
Tim Causer,https://dl.acm.org/profile/82458635157,['University College London'],['United Kingdom'],United Kingdom,Europe
Melissa M Terras,https://dl.acm.org/profile/81548023973,"['The University of Edinburgh', 'University College London']","['United Kingdom', 'United Kingdom']",United Kingdom,Europe
Yingqing Xu,https://dl.acm.org/profile/99659643290,['Tsinghua University'],['China'],China,Asia
Michelle Xue Zhou,https://dl.acm.org/profile/81100264735,"['Utah State University', 'IBM Research - Almaden', 'IBM Research', 'International Business Machines']","['United States', 'United States', 'United States', 'United States']",United States,North America
Jing Fan,https://dl.acm.org/profile/81388592076,"['Zhejiang University of Technology', 'College of Computer Science and Technology, Zhejiang University']","['China', 'China']",China,Asia
Xiaoying Shi,https://dl.acm.org/profile/81508690581,['Zhejiang University of Technology'],['China'],China,Asia
Zhan Zhou,https://dl.acm.org/profile/81549289956,['Zhejiang University of Technology'],['China'],China,Asia
Ying Tang,https://dl.acm.org/profile/81388598707,['Zhejiang University of Technology'],['China'],China,Asia
Xiaoping Fan,https://dl.acm.org/profile/81339498581,"['Central South University', 'Hunan University of Finance and Economics']","['China', 'China']",China,Asia
Ruobo Xin,https://dl.acm.org/profile/81549340856,['Shandong University'],['China'],China,Asia
Dongxu Duan,https://dl.acm.org/profile/81548713556,"['IBM Research - China', 'IBM China Company Limited']","['China', 'China']",China,Asia
Weihong Qian,https://dl.acm.org/profile/81442597296,"['IBM China Company Limited', 'IBM Research - China', 'IBM Research']","['China', 'China', 'United States']",China,Asia
Shimei Pan,https://dl.acm.org/profile/81100484491,"['University of Maryland, College Park (UMD)', 'University of Maryland, Baltimore County (UMBC)']","['United States', 'United States']",United States,North America
Lei Shi,https://dl.acm.org/profile/99659747465,"['Institute of Software Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['China', 'China']",China,Asia
Chuang Lin,https://dl.acm.org/profile/99659739027,"['Tsinghua University', 'Tsinghua National Laboratory for Information Science and Technology']","['China', 'China']",China,Asia
Jared Shenson,https://dl.acm.org/profile/81549326956,['Vanderbilt University'],['United States'],United States,North America
Alark Joshi,https://dl.acm.org/profile/81504684109,['Boise State University'],['United States'],United States,North America
Xiaojuan Liu,https://dl.acm.org/profile/81548522456,['Beijing Normal University'],['China'],China,Asia
Xia Lin,https://dl.acm.org/profile/81100220220,"['Drexel University', 'University of Maryland, College Park (UMD)', 'Pace University']","['United States', 'United States', 'United States']",United States,North America
Tuannhon Dang,https://dl.acm.org/profile/81474659807,['University of Illinois at Chicago'],['United States'],United States,North America
Leland K Wilkinson,https://dl.acm.org/profile/81100304143,"['University of Illinois at Chicago', 'Northwestern University']","['United States', 'United States']",United States,North America
Li Yu,https://dl.acm.org/profile/81548739656,['The University of North Carolina at Charlotte'],['United States'],United States,North America
Jiawan Zhang,https://dl.acm.org/profile/81453614419,['Tianjin University'],['China'],China,Asia
Peng Ye,https://dl.acm.org/profile/99659918096,['Soochow University'],['China'],China,Asia
Chenming Pang,https://dl.acm.org/profile/81549269856,['East China Normal University'],['China'],China,Asia
Roy Chi Kit Chan,https://dl.acm.org/profile/81548735956,['University of Macau'],['Macao'],Macao,Asia
Kewei Yang,https://dl.acm.org/profile/81548349256,['Nanjing University'],['China'],China,Asia
Jie Zhou,https://dl.acm.org/profile/81549407256,['Nanjing University'],['China'],China,Asia
Yi Li,https://dl.acm.org/profile/99659380172,['Nanjing University'],['China'],China,Asia
Xianlin Hu,https://dl.acm.org/profile/81467663707,['The University of North Carolina at Charlotte'],['United States'],United States,North America
Lane T Harrison,https://dl.acm.org/profile/81435599709,"['Worcester Polytechnic Institute', 'Tufts University', 'The University of North Carolina at Charlotte']","['United States', 'United States', 'United States']",United States,North America
Huaguang Song,https://dl.acm.org/profile/81548355456,"['University of the Pacific, California']",['United States'],United States,North America
Jinzhu Gao,https://dl.acm.org/profile/81100132506,"['University of the Pacific, California', 'University of Minnesota System', 'Oak Ridge National Laboratory', 'IEEE', 'The Ohio State University']","['United States', 'United States', 'United States', 'United States', 'United States']",United States,North America
Jiang Jian,https://dl.acm.org/profile/81548996956,['Tsinghua University'],['China'],China,Asia
Guanmin Liu,https://dl.acm.org/profile/81548461556,['Tsinghua University'],['China'],China,Asia
Chuncheng Lin,https://dl.acm.org/profile/81100227371,"['National Yang Ming Chiao Tung University', 'National Chiao Tung University Taiwan', 'University of Taipei']","['Taiwan', 'Taiwan', 'Taiwan']",Taiwan,
Xiaoyu Wang,https://dl.acm.org/profile/81467645327,['The University of North Carolina at Charlotte'],['United States'],United States,North America
Eric A. Bier,https://dl.acm.org/profile/81100084142,"['Palo Alto Research Center Incorporated', 'University of California, Berkeley']","['United States', 'United States']",United States,North America
Thomas James Butkiewicz,https://dl.acm.org/profile/81367590837,"['University System of New Hampshire', 'University of New Hampshire Durham', 'The University of North Carolina at Charlotte']","['United States', 'United States', 'United States']",United States,North America
William Ribarsky,https://dl.acm.org/profile/81100028256,"['The University of North Carolina at Charlotte', 'IEEE', 'Georgia Institute of Technology', 'Georgia Tech Research Institute']","['United States', 'United States', 'United States', 'United States']",United States,North America
Wenwen Dou,https://dl.acm.org/profile/81414604610,['The University of North Carolina at Charlotte'],['United States'],United States,North America
Cheongiao Pang,https://dl.acm.org/profile/81466645302,['University of Macau'],['Macao'],Macao,Asia
Felix Hon Hou Cheang,https://dl.acm.org/profile/81487645436,['University of Macau'],['Macao'],Macao,Asia
Takashi Yuki,https://dl.acm.org/profile/81487644992,['University of Tsukuba'],['Japan'],Japan,Asia
Zhirong Zeng,https://dl.acm.org/profile/81542207356,['Chinese Academy of Sciences'],['China'],China,Asia
Kun Wang,https://dl.acm.org/profile/81487643126,['Beijing Jiaotong University'],['China'],China,Asia
Dongxing Teng,https://dl.acm.org/profile/81384607002,"['Institute of Software Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['China', 'China']",China,Asia
Yuri Saito,https://dl.acm.org/profile/81487645949,['Ochanomizu University'],['Japan'],Japan,Asia
Yasuhiko Sota,https://dl.acm.org/profile/81487652857,['Shimane University'],['Japan'],Japan,Asia
Keisuke Yamamoto,https://dl.acm.org/profile/81487646379,['Shimane University'],['Japan'],Japan,Asia
Souichiro Doi,https://dl.acm.org/profile/81487643213,,,,
Yasuhisa Yamamoto,https://dl.acm.org/profile/81487645665,,,,
Anna Wu,https://dl.acm.org/profile/81430655874,"['Pennsylvania State University', 'Tsinghua University']","['United States', 'China']",United States,North America
Xin Yan,https://dl.acm.org/profile/81487647520,['Pennsylvania State University'],['United States'],United States,North America
Xiaolong(Luke) Zhang,https://dl.acm.org/profile/81316491376,"['Pennsylvania State University', 'Taiyuan University of Technology', 'Drexel University', 'The University of Arizona']","['United States', 'China', 'United States', 'United States']",United States,North America
Feng Tian,https://dl.acm.org/profile/81100106876,"['Institute of Software Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['China', 'China']",China,Asia
Xiang Cao,https://dl.acm.org/profile/81100130420,"['Lenovo Group, China', 'Microsoft Research Asia', 'Microsoft Research', 'Microsoft Research Cambridge', 'University of Delaware']","['China', 'China', 'United States', 'United Kingdom', 'United States']",China,Asia
Fei Lyu,https://dl.acm.org/profile/81484645699,"['Beijing University of Posts and Telecommunications', 'Institute of Software Chinese Academy of Sciences']","['China', 'China']",China,Asia
Philip Trevor Cox,https://dl.acm.org/profile/81408600520,"['Dalhousie University', 'University of Waterloo']","['Canada', 'Canada']",Canada,North America
Simon Gauvin,https://dl.acm.org/profile/81100654649,['Dalhousie University'],['Canada'],Canada,North America
Jian Shi,https://dl.acm.org/profile/81487652078,['Chinese Academy of Sciences'],['China'],China,Asia
Ying Qiao,https://dl.acm.org/profile/81550008956,"['Institute of Software Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['China', 'China']",China,Asia
Yi Zhang,https://dl.acm.org/profile/81487649595,['Tianjin University'],['China'],China,Asia
Lei Fu,https://dl.acm.org/profile/81467659085,['Tianjin University'],['China'],China,Asia
Qinghui Guo,https://dl.acm.org/profile/81487640674,['Tianjin University'],['China'],China,Asia
Jie Hao,https://dl.acm.org/profile/81418594635,['The University of Texas at Dallas'],['United States'],United States,North America
Jiansu Pu,https://dl.acm.org/profile/81487651695,['Hong Kong University of Science and Technology'],['Hong Kong'],Hong Kong,Asia
Weiwei Cui,https://dl.acm.org/profile/81100228981,"['Microsoft Research Asia', 'Microsoft Research', 'Hong Kong University of Science and Technology']","['China', 'United States', 'Hong Kong']",China,Asia
Siyuan Liu,https://dl.acm.org/profile/88159345257,"['Carnegie Mellon University', 'Pennsylvania State University', 'Penn State Smeal College of Business']","['United States', 'United States', 'United States']",United States,North America
Lionel Ming Shuan Ni,https://dl.acm.org/profile/81100358196,"['Hong Kong University of Science and Technology', 'University of Macau', 'Shanghai Jiao Tong University']","['Hong Kong', 'Macao', 'China']",Hong Kong,Asia
Yu Su,https://dl.acm.org/profile/81479650318,['Southern Methodist University'],['United States'],United States,North America
Margaret H Dunham,https://dl.acm.org/profile/81409595451,"['Southern Methodist University', 'University of Virginia']","['United States', 'United States']",United States,North America
Liang Gou,https://dl.acm.org/profile/81502758188,"['Bosch Research and Technology Center', 'Visa Inc.', 'IBM Research - Almaden', 'Pennsylvania State University']","['United States', 'United States', 'United States', 'United States']",United States,North America
Fang You,https://dl.acm.org/profile/81351599219,['Sun Yat-Sen University'],['China'],China,Asia
Jun Guo,https://dl.acm.org/profile/81487643456,['Sun Yat-Sen University'],['China'],China,Asia
Luqi Wu,https://dl.acm.org/profile/81487650203,['Sun Yat-Sen University'],['China'],China,Asia
SuTe Lei,https://dl.acm.org/profile/81100482168,['The University of Texas at Dallas'],['United States'],United States,North America
James D Hollan,https://dl.acm.org/profile/81332504463,"['University of California, San Diego', 'University of Maryland, College Park (UMD)']","['United States', 'United States']",United States,North America
Ben Bederson,https://dl.acm.org/profile/81100083927,"['University of Maryland, College Park (UMD)', 'RISE, Swedish Institute of Computer Science']","['United States', 'Sweden']",United States,North America
CÉcile Laurance Paris,https://dl.acm.org/profile/81100495902,"['CSIRO Data61', 'Macquarie University', 'Commonwealth Scientific and Industrial Research Organization']","['Australia', 'Australia', 'Australia']",Australia,Oceania
Shengfeng Qin,https://dl.acm.org/profile/81100549711,"['Northumbria University', 'Brunel University London']","['United Kingdom', 'United Kingdom']",United Kingdom,Europe
Shaorong Wang,https://dl.acm.org/profile/81470646542,['Peking University'],['China'],China,Asia
Yisong Chen,https://dl.acm.org/profile/99659385433,['Peking University'],['China'],China,Asia
Guoping Wang,https://dl.acm.org/profile/81100213064,"['Peking University', 'Central China Normal University']","['China', 'China']",China,Asia
Miaomiao Li,https://dl.acm.org/profile/81470649191,['Shandong University'],['China'],China,Asia
Yan Huang,https://dl.acm.org/profile/99659592332,['Shandong University'],['China'],China,Asia
Shenfang Li,https://dl.acm.org/profile/81470648115,['Shandong University'],['China'],China,Asia
Ye Yuan,https://dl.acm.org/profile/81470641837,['Beijing Normal University'],['China'],China,Asia
Zhongke Wu,https://dl.acm.org/profile/81440595151,"['Beijing Normal University', 'Ministry of Education China', 'Nanyang Technological University']","['China', 'China', 'Singapore']",China,Asia
Jing Zhao,https://dl.acm.org/profile/81470647974,,,,
Sheng Li,,['Peking University'],['China'],China,Asia
Lei Tang,https://dl.acm.org/profile/81456623039,['Shandong University'],['China'],China,Asia
Xueqing Li,https://dl.acm.org/profile/81460647035,['Shandong University'],['China'],China,Asia
Wenjing Qi,https://dl.acm.org/profile/99659630057,['Shandong University'],['China'],China,Asia
Anh Dang,https://dl.acm.org/profile/81314488396,['Dalhousie University'],['Canada'],Canada,North America
Jiayao Chen,https://dl.acm.org/profile/81470649413,['Shandong University'],['China'],China,Asia
Xueqing Li,https://dl.acm.org/profile/99659399355,['Shandong University'],['China'],China,Asia
Jingzhao Yang,https://dl.acm.org/profile/81470641040,['Shandong University'],['China'],China,Asia
J Joshua Thomas,https://dl.acm.org/profile/81440610062,['UOW Malaysia KDU College'],['Malaysia'],Malaysia,Asia
Choychee Ken,https://dl.acm.org/profile/81470645933,['UOW Malaysia KDU College'],['Malaysia'],Malaysia,Asia
Xiongfei Luo,https://dl.acm.org/profile/81460642808,"['Chinese Academy of Sciences', 'Institute of Software Chinese Academy of Sciences']","['China', 'China']",China,Asia
Wei Liu,https://dl.acm.org/profile/81418594973,"['Chinese Academy of Sciences', 'Institute of Software Chinese Academy of Sciences']","['China', 'China']",China,Asia
