type,title,url,year,authors,afilitions,countries,regions,conference,id
short-paper,VizWick: a multiperspective view of hierarchical data,https://doi.org/10.1145/3430036.3430044,2020,"['Michael Burch', 'Adrian Vramulet', 'Alex Thieme', 'Alina Vorobiova', 'Denis Shehu', 'Mara Miulescu', 'Mehrdad Farsadyar', 'Tar van Krieken']","['eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology']","['netherlands', 'netherlands', 'netherlands', 'netherlands', 'netherlands', 'netherlands', 'netherlands', 'netherlands']","['europe', 'europe', 'europe', 'europe', 'europe', 'europe', 'europe', 'europe']",,10.1145/3430036.3430044
short-paper,"A scalable ""exploranation"" technique for hierarchically indexed table data",https://doi.org/10.1145/3430036.3430069,2020,"['Natsuki Hosokawa', 'Kohei Arimoto', 'Ken Wakita']","['Tokyo Institute of Technology', 'university of tokyo', 'Tokyo Institute of Technology']","['japan', 'japan', 'japan']","['asia', 'asia', 'asia']",,10.1145/3430036.3430069
Article,Guiding graph exploration by combining layouts and reorderings,https://doi.org/10.1145/3430036.3430064,2020,"['Michael Burch', 'Kiet Bennema Brinke', 'Adrien Castella', 'Ghassen Karray', 'Sebastiaan Peters', 'Vasil Shteriyanov', 'Rinse Vlaswinkel']","['eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology']","['netherlands', 'netherlands', 'netherlands', 'netherlands', 'netherlands', 'netherlands', 'netherlands']","['europe', 'europe', 'europe', 'europe', 'europe', 'europe', 'europe']",,10.1145/3430036.3430064
poster,A fast method for detecting minority structures in a graph,https://doi.org/10.1145/3430036.3430068,2020,"['Fangfang Zhou', ""Qi'an Chen"", 'Yunlong Cui', 'Xinyuan Wang', 'Hongxu Ma', 'Ying Zhao', 'Xiaoli Li']","['central south university', 'central south university', 'central south university', 'central south university', 'central south university', 'central south university', 'central south university']","['china', 'china', 'china', 'china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia', 'asia', 'asia', 'asia']",,10.1145/3430036.3430068
poster,Leveraging aesthetic expression in visualization to communicate positive facts during COVID-19 pandemic,https://doi.org/10.1145/3430036.3430063,2020,"['Wei Li', 'Mathias Funk', 'Aarnout C Brombacher']","['Eindhoven University of Technology', 'Eindhoven University of Technology', 'Eindhoven University of Technology']","['netherlands', 'netherlands', 'netherlands']","['europe', 'europe', 'europe']",,10.1145/3430036.3430063
poster,Depicting uncertainty in 2.5D treemaps,https://doi.org/10.1145/3430036.3432753,2020,"['Daniel Limberger', 'Matthias Trapp', 'Jürgen Döllner']","['university of potsdam', 'university of potsdam', 'university of potsdam']","['germany', 'germany', 'germany']","['europe', 'europe', 'europe']",,10.1145/3430036.3432753
poster,Visualization of contributions to open-source projects,https://doi.org/10.1145/3430036.3430057,2020,['Andreas Schreiber'],['Institute for Software Technology'],['germany'],['europe'],,10.1145/3430036.3430057
short-paper,ScagnosticsViewer: tracking time series patterns via scagnostics meatures,https://doi.org/10.1145/3430036.3430072,2020,"['Ngan V T Nguyen', 'Bao Dien Nguyen', 'Tommy Dang', 'Jon R Hass']","['Texas Tech University', 'Texas Tech University', 'Texas Tech University', 'Dell Inc']","['united states', 'united states', 'united states', '']","['north america', 'north america', 'north america', '']",,10.1145/3430036.3430072
short-paper,Subsyst simulator: an interactive infographic for knowledge transfer,https://doi.org/10.1145/3430036.3430073,2020,"['Alexis Lozano Angulo', 'Luis Laris Pardo', 'Alessandro Canossa']","['Royal Danish Academy', 'Royal Danish Academy', 'Royal Danish Academy']","['denmark', 'denmark', 'denmark']","['europe', 'europe', 'europe']",,10.1145/3430036.3430073
research-article,Frequent Pattern-based Graph Exploration,https://doi.org/10.1145/3356422.3356446,2019,"['Kai Yan', 'Weiwei Cui', 'Tiejun Zhao']","['School of Computer Science and Technology', 'Microsoft Research Asia', 'School of Computer Science and Technology']","['china', 'china', 'china']","['asia', 'asia', 'asia']",,10.1145/3356422.3356446
research-article,Evaluation of a novel visualization for dynamic social networks,https://doi.org/10.1145/3356422.3356426,2019,"['Valerie Riegler', 'Lina Wang', 'Johanna Doppler-Haider', 'Margit Pohl']","['vienna university of technology', 'vienna university of technology', 'vienna university of technology', 'vienna university of technology']","['austria', 'austria', 'austria', 'austria']","['europe', 'europe', 'europe', 'europe']",,10.1145/3356422.3356426
short-paper,Multidimensional Traffic State Discrimination Based on Floating Car Data,https://doi.org/10.1145/3356422.3356431,2019,"['Mengting Sun', 'Haiping Wei', 'Li Xu', 'Xingying Li']","['information engineering university', 'information engineering university', 'information engineering university', 'information engineering university']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']",,10.1145/3356422.3356431
short-paper,Web-based Visualization of Transportation Networks for Mobility Analytics,https://doi.org/10.1145/3356422.3356425,2019,"['Alexander Schoedon', 'Matthias Trapp', 'Henning Hollburg', 'Daniel Gerber', 'Jürgen Döllner']","['university of potsdam', 'university of potsdam', 'Targomo GmbH', 'Targomo GmbH', 'university of potsdam']","['germany', 'germany', 'germany', 'germany', 'germany']","['europe', 'europe', 'europe', 'europe', 'europe']",,10.1145/3356422.3356425
research-article,EyeClouds: A Visualization and Analysis Tool for Exploring Eye Movement Data,https://doi.org/10.1145/3356422.3356423,2019,"['Michael Burch', 'Alberto Veneri', 'Bangjie Sun']","['eindhoven university of technology', 'eindhoven university of technology', 'eindhoven university of technology']","['netherlands', 'netherlands', 'netherlands']","['europe', 'europe', 'europe']",,10.1145/3356422.3356423
short-paper,TEAMwISE: Synchronised Immersive Environments for Exploration and Analysis of Movement Data,https://doi.org/10.1145/3356422.3356450,2019,"['Karsten Klein', 'Michael Aichem', 'Björn Sommer', 'Stefan Erk', 'Ying Zhang', 'Falk Schreiber']","['University of Konstanz', 'University of Konstanz', 'Royal College of Arts', 'University of Konstanz', 'University of Konstanz', 'University of Konstanz']","['germany', 'germany', 'united kingdom', 'germany', 'germany', 'germany']","['europe', 'europe', 'europe', 'europe', 'europe', 'europe']",,10.1145/3356422.3356450
short-paper,Underwater Frogman Situational Awareness and AR Helmet Display and Control System,https://doi.org/10.1145/3356422.3356424,2019,"['Yanping Hu', 'Lihua Gui', 'Ye Wang']","['Shanghai Hanjie Science and Technology Development Co', 'Shanghai Hanjie Science and Technology Development Co', 'Shanghai Hanjie Science and Technology Development Co']","['china', 'china', 'china']","['asia', 'asia', 'asia']",,10.1145/3356422.3356424
research-article,Advanced Visual Metaphors and Techniques for Software Maps,https://doi.org/10.1145/3356422.3356444,2019,"['Daniel Limberger', 'Willy Scheibel', 'Jürgen Döllner', 'Matthias Trapp']","['university of potsdam', 'university of potsdam', 'university of potsdam', 'university of potsdam']","['germany', 'germany', 'germany', 'germany']","['europe', 'europe', 'europe', 'europe']",,10.1145/3356422.3356444
research-article,VIStory: Interactive Storyboard for Exploring Visual Information in Scientific Publications,https://doi.org/10.1145/3356422.3356430,2019,"['Ao Dong', 'Wei Zeng', 'Xi Chen', 'Zhanglin Cheng']","['chinese academy of sciences and university of chinese academy of sciencess', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences', 'Chinese Academy of Sciences']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']",,10.1145/3356422.3356430
short-paper,How to Improve Semantics Understanding of Word Clouds,https://doi.org/10.1145/3356422.3356449,2019,"['Lu Yang', 'Jie Li', 'Wenhuan Lu', 'Yi Chen', 'K. Zhang', 'Yan Li']","['tianjin university', 'tianjin university', 'tianjin university', 'technology and business university', 'university of texas', 'university of science and technology of china']","['china', 'china', 'china', 'china', 'united states', 'china']","['asia', 'asia', 'asia', 'asia', 'north america', 'asia']",,10.1145/3356422.3356449
short-paper,Keyword Analysis Visualization for Chinese Historical Texts,https://doi.org/10.1145/3356422.3356441,2019,"['Jihui Zeng', 'Beibei Zhan', 'Shao Zhang', 'Jiajun Bie', 'Sheng Xiao']","['hunan university', 'hunan university', 'hunan university', 'hunan university', 'hunan university']","['china', 'china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia', 'asia']",,10.1145/3356422.3356441
research-article,Visual Analysis of Retailing Store Location Selection,https://doi.org/10.1145/3356422.3356429,2019,"['Kirlin Li', 'Yina Li', 'Hong Yin', 'Yanpeng Hu', 'Peng Ye', 'Changbo Wang']","['east china normal university', 'university of techonlogy sydney', 'east china normal university', 'Shanghai Chinafortune Co', 'ChengShu Information Technology', 'east china normal university']","['china', 'australia', 'china', 'china', 'china', 'china']","['asia', 'oceania', 'asia', 'asia', 'asia', 'asia']",,10.1145/3356422.3356429
research-article,Visual Analytics for Cheetah Behaviour Analysis,https://doi.org/10.1145/3356422.3356435,2019,"['Karsten Klein', 'Sabrina Jaeger', 'Jörg Melzheimer', 'Bettina Wachter', 'Heribert Hofer', 'Artur Baltabayev', 'Falk Schreiber']","['University of Konstanz', 'University of Konstanz', 'Department Evolutionary Ecology', 'Department Evolutionary Ecology', 'Department Evolutionary Ecology', 'University of Konstanz', 'University of Konstanz']","['germany', 'germany', 'germany', 'germany', 'germany', 'germany', 'germany']","['europe', 'europe', 'europe', 'europe', 'europe', 'europe', 'europe']",,10.1145/3356422.3356435
research-article,Teaching and Evaluating Collaborative Group Work in Large Visualization Courses,https://doi.org/10.1145/3356422.3356447,2019,"['Michael Burch', 'Elisabeth Melby']","['eindhoven university of technology', 'eindhoven university of technology']","['netherlands', 'netherlands']","['europe', 'europe']",,10.1145/3356422.3356447
research-article,Object Inflation for Artistic Augmentation in Images and Animations,https://doi.org/10.1145/3356422.3356427,2019,"['Xiaoqiang Ding', 'Ren Peng', 'Jinhui Yu']","['zhejiang university', 'zhejiang university', 'zhejiang university']","['china', 'china', 'china']","['asia', 'asia', 'asia']",,10.1145/3356422.3356427
short-paper,Towards Utilizing Domain Expertise for Exploratory Data Analysis,https://doi.org/10.1145/3356422.3356434,2019,"['Tristan Langer', 'Tobias Meisen']","['engineering rwth aachen university', 'university of wuppertal']","['germany', 'germany']","['europe', 'europe']",,10.1145/3356422.3356434
research-article,Visually Communicating Mathematical Knot Deformation,https://doi.org/10.1145/3356422.3356438,2019,"['Juan Lin', 'Hui Zhang']","['university of louisville', 'university of louisville']","['united states', 'united states']","['north america', 'north america']",,10.1145/3356422.3356438
research-article,Occlusion Management Techniques for the Visualization of Transportation Networks in Virtual 3D City Models,https://doi.org/10.1145/3356422.3356445,2019,"['Matthias Trapp', 'Fabian Dumke', 'Jürgen Döllner']","['university of potsdam', 'university of potsdam', 'university of potsdam']","['germany', 'germany', 'germany']","['europe', 'europe', 'europe']",,10.1145/3356422.3356445
short-paper,Streamline Distribution Method based on Vector-magnitude-aware Entropy,https://doi.org/10.1145/3356422.3356442,2019,"['Yumeng Guo', 'Wenke Wang', 'Sikun Li']","['national university of defense technology', 'national university of defense technology', 'national university of defense technology']","['china', 'china', 'china']","['asia', 'asia', 'asia']",,10.1145/3356422.3356442
poster,Feature Flow Animation,https://doi.org/10.1145/3356422.3356428,2019,"['Daying Lu', 'Yao Ge', 'Jiancheng Ni']","['qufu normal university', 'qufu normal university', 'qufu normal university']","['china', 'china', 'china']","['asia', 'asia', 'asia']",,10.1145/3356422.3356428
poster,Design and Implementation of a Dynamic Map Template Based on Rule Combination,https://doi.org/10.1145/3356422.3356432,2019,"['Li Xu', 'Xiaohui Chen', 'Mengting Sun', 'Huanxin Chen']","['information engineering university', 'information engineering university', 'information engineering university', 'information engineering university']","['china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia']",,10.1145/3356422.3356432
poster,Skeleton Tree based Non-rigid 3D Shape Retrieval,https://doi.org/10.1145/3356422.3356436,2019,"['Yiran Zhu', 'Jiaqi Kang', 'Chenlei Lv', 'Shu Xu', 'Yanping Xue', 'Xingce Wang', 'Zhongke Wu']","['beijing normal university', 'beijing normal university', 'beijing normal university', 'beijing normal university', 'beijing normal university', 'beijing normal university', 'beijing normal university']","['china', 'china', 'china', 'china', 'china', 'china', 'china']","['asia', 'asia', 'asia', 'asia', 'asia', 'asia', 'asia']",,10.1145/3356422.3356436
poster,Automatic Image Segmentation for Microwave Tomography (MWT): From Implementation to Comparative Evaluation,https://doi.org/10.1145/3356422.3356437,2019,"['Yuchong Zhang', 'Yong Ma', 'Adel Omrani', 'Rahul Yadav', 'M. Fjeld', 'Marco Fratarcangeli']","['chalmers university of technology', 'LMU Munich', 'Karlsruhe Institut für Technologie', 'university of eastern finland', 'chalmers university of technology', 'chalmers university of technology gothenburg']","['sweden', 'germany', 'germany', 'finland', 'sweden', 'sweden']","['europe', 'europe', 'europe', 'europe', 'europe', 'europe']",,10.1145/3356422.3356437
poster,Parsing Strategies for Context-Sensitive Graph Grammars,https://doi.org/10.1145/3356422.3356443,2019,"['Yang Zou', 'Xiaoqin Zeng', 'Yufeng Liu']","['hohai university', 'hohai university', 'hohai university']","['china', 'china', 'china']","['asia', 'asia', 'asia']",,10.1145/3356422.3356443
poster,Online dynamic graph drawing with inverse Markov analysis,https://doi.org/10.1145/3356422.3356448,2019,"['Shiying Sheng', 'Xiaoju Dong', 'Chunyuan Wu']","['shanghai jiao tong university', 'shanghai jiao tong university', 'shanghai jiao tong university']","['china', 'china', 'china']","['asia', 'asia', 'asia']",,10.1145/3356422.3356448
poster,The Application of Visual Narration in Academic Research,https://doi.org/10.1145/3356422.3356451,2019,"['Xu Peng', 'Guo Yadi']","['communication university of china', 'communication university of china']","['china', 'china']","['asia', 'asia']",,10.1145/3356422.3356451
poster,Information Visualization in the Delivery of Postoperative Treatment Services for Breast Cancer,https://doi.org/10.1145/3356422.3356452,2019,"['Bo Gao', 'Yi Ming FuCha']","['tongji university', 'tongji university']","['china', 'china']","['asia', 'asia']",,10.1145/3356422.3356452
poster,Color in Tibetan Buddhism Communication Via Mani Heaps,https://doi.org/10.1145/3356422.3356453,2019,"['Han Sun', 'Zhijun Peng', 'K. Zhang']","['tianjin university', 'tianjin university', 'university of texas']","['china', 'china', 'united states']","['asia', 'asia', 'north america']",,10.1145/3356422.3356453
poster,Visualizing Dynamic Network via Sampled Massive Sequence View,https://doi.org/10.1145/3356422.3356454,2019,[],[],[],[],,10.1145/3356422.3356454
poster,Digital Simulation and Reinterpretation for Pattern from Art Heritages,https://doi.org/10.1145/3356422.3356455,2019,"['Xinan Yu', 'Zeshi Chen', 'Shiwen Wang†']","['tongji university', 'tongji university', 'tongji university']","['china', 'china', 'china']","['asia', 'asia', 'asia']",,10.1145/3356422.3356455
poster,Algorithmic Animation in supporting Dance and Choreography,https://doi.org/10.1145/3356422.3356456,2019,"['Yinan Zhang', 'Shiyun Hunag', 'Yuqi Tao']","['tongji university', 'tongji university', 'tongji university shanghai']","['china', 'china', 'china']","['asia', 'asia', 'asia']",,10.1145/3356422.3356456
short-paper,Research on Traffic Sign Detection Based on Convolutional Neural Network,https://doi.org/10.1145/3356422.3356457,2019,"['Zhongyu Wang', 'Hui Guo']","['east china university of science and technology', 'east china university of science and technology']","['china', 'china']","['asia', 'asia']",,10.1145/3356422.3356457
short-paper,Automatic Driving of End-to-end Convolutional Neural Network Based on MobileNet-V2 Migration Learning,https://doi.org/10.1145/3356422.3356458,2019,"['Minghong Hu', 'Hui Guo', 'Xuyuan Ji']","['east china university of science and technology', 'east china university of science and technology', 'east china university of science and technology']","['china', 'china', 'china']","['asia', 'asia', 'asia']",,10.1145/3356422.3356458
short-paper,Features Extraction and Classification of Wood Defect Based on Hu Invariant Moment and Wavelet Moment and BP Neural Network,https://doi.org/10.1145/3356422.3356459,2019,"['Xuyuan Ji', 'Hui Guo', 'Minghong Hu']","['east china university of science and technology', 'east china university of science and technology', 'east china university of science and technology']","['china', 'china', 'china']","['asia', 'asia', 'asia']",,10.1145/3356422.3356459
short-paper,On the Strategies of Visual Design and Competition of Chinese Tableware Brands,https://doi.org/10.1145/3356422.3356460,2019,"['Miao Liu', 'Chenyue Wang']","['east china university of science and technology', 'east china university of science and technology']","['china', 'china']","['asia', 'asia']",,10.1145/3356422.3356460
short-paper,On Applications of Art of Chinese Minorities in Brand-Localization: Taking the design of a luggage enterprise as an example,https://doi.org/10.1145/3356422.3356461,2019,"['Miao Liu', 'Rui Chen']","['east china university of science and technology', 'east china university of science and technology']","['china', 'china']","['asia', 'asia']",,10.1145/3356422.3356461
