id,name,institutions,url
99659090947,Elias Mahfoud,['The University of North Carolina at Charlotte'],https://dl.acm.org/profile/99659090947
81467643151,Weichao Wang,['The University of North Carolina at Charlotte'],https://dl.acm.org/profile/81467643151
81100052641,Aidong Lu,"['The University of North Carolina at Charlotte', 'The University of North Carolina System', 'Purdue University', 'IEEE']",https://dl.acm.org/profile/81100052641
99659915448,Hinako Sassa,['Ochanomizu University'],https://dl.acm.org/profile/99659915448
99658718448,Mitsuo Yoshida,['Toyohashi University of Technology'],https://dl.acm.org/profile/99658718448
99659915576,Oliver Moseler,['University of Trier'],https://dl.acm.org/profile/99659915576
99659915201,Lucas Kreber,['University of Trier'],https://dl.acm.org/profile/99659915201
81100020010,Stephan Diehl,"['University of Trier', 'Catholic University in Eichstätt', 'Saarland University']",https://dl.acm.org/profile/81100020010
99659914928,Chen He,['University of Helsinki'],https://dl.acm.org/profile/99659914928
81548012985,Luana Micallef,"['University of Copenhagen', 'Aalto University', 'INRIA Institut National de Recherche en Informatique et en Automatique', 'University of Kent']",https://dl.acm.org/profile/81548012985
82259259657,Barış Serim,"['University of Helsinki', 'Helsinki Institute for Information Technology', 'Koc University']",https://dl.acm.org/profile/82259259657
99659191803,Tung Vuong,['University of Helsinki'],https://dl.acm.org/profile/99659191803
81339525898,Tuukka Ruotsalo,"['University of Helsinki', 'University of Copenhagen', 'Aalto University']",https://dl.acm.org/profile/81339525898
81100644548,Giulio Iacucci,"['University of Helsinki', 'Aalto University', 'Helsinki Institute for Information Technology', 'University of Oulu']",https://dl.acm.org/profile/81100644548
81100493799,Günter Wallner,"['Johannes Kepler University Linz', 'University of Applied Sciences Western Switzerland', '+ 3']",https://dl.acm.org/profile/81100493799
81100431196,Huub M M van de Wetering,"['Eindhoven University of Technology', ""Xi'an Jiaotong University""]",https://dl.acm.org/profile/81100431196
99659915567,Freek Rooks,['Eindhoven University of Technology'],https://dl.acm.org/profile/99659915567
99659915351,Olof Morra,['Eindhoven University of Technology'],https://dl.acm.org/profile/99659915351
84460003257,Gonzalo Gabriel Méndez,"['Litoral Polytechnic School', 'University of Calgary', 'University of St Andrews']",https://dl.acm.org/profile/84460003257
99659915372,Oscar Moreno,['Litoral Polytechnic School'],https://dl.acm.org/profile/99659915372
99659915322,Daniel Atzberger,"['University of Potsdam', 'Hasso Plattner Institute for Digital Engineering gGmbH']",https://dl.acm.org/profile/99659915322
81492646025,Patricio Mendoza,['Litoral Polytechnic School'],https://dl.acm.org/profile/81492646025
99659914952,Sebastian Eckl,['Reutlingen University'],https://dl.acm.org/profile/99659914952
99659915658,Nick Kerschagel,['Reutlingen University'],https://dl.acm.org/profile/99659915658
81466647554,Uwe Kloos,"['Reutlingen University', 'University of Applied Sciences of the Grisons', 'University of Stuttgart']",https://dl.acm.org/profile/81466647554
99659915851,Maitreya Save,['NC State University'],https://dl.acm.org/profile/99659915851
81100375996,Benjamin Allen Watson,"['NC State University', 'IEEE', 'Northwestern University', 'University of Alberta', 'Georgia Institute of Technology']",https://dl.acm.org/profile/81100375996
99659915798,Dong Li,['East China Normal University'],https://dl.acm.org/profile/99659915798
99659290545,Hong Yin,['East China Normal University'],https://dl.acm.org/profile/99659290545
81100220966,Changbo Wang,"['East China Normal University', 'Shanghai University', 'State Key Lab of CAD&CG, Zhejiang University']",https://dl.acm.org/profile/81100220966
99659915122,Sicheng Song,['East China Normal University'],https://dl.acm.org/profile/99659915122
99659482820,Kirlin Li,['East China Normal University'],https://dl.acm.org/profile/99659482820
99658761360,Chenhui Li,"['East China Normal University', 'Hong Kong Polytechnic University']",https://dl.acm.org/profile/99658761360
99659915850,Qiaorui Chen,"['School of Aeronautics and Astronautics, Zhejiang University', 'Zhejiang University']",https://dl.acm.org/profile/99659915850
99659915914,Shuai Zhang,"['School of Aeronautics and Astronautics, Zhejiang University', 'Zhejiang University']",https://dl.acm.org/profile/99659915914
81452604154,Yao Zheng,"['Zhejiang University', 'School of Aeronautics and Astronautics, Zhejiang University', 'School of Computer and Computing Science']",https://dl.acm.org/profile/81452604154
99659916273,Marco Schmid,[],https://dl.acm.org/profile/99659916273
99659915055,Rahel Haymoz,['University of Applied Sciences Western Switzerland'],https://dl.acm.org/profile/99659915055
99659916017,David Schiller,[],https://dl.acm.org/profile/99659916017
99659638986,Carolin Fiedler,['University of Potsdam'],https://dl.acm.org/profile/99659638986
81375606710,Matthias Trapp,"['Hasso Plattner Institute for Digital Engineering gGmbH', 'University of Potsdam']",https://dl.acm.org/profile/81375606710
99659653162,Nico Klaassen,['Eindhoven University of Technology'],https://dl.acm.org/profile/99659653162
99659483556,Haoran Dai,"['State Key Lab of CAD&CG, Zhejiang University']",https://dl.acm.org/profile/99659483556
81421599679,Yubo Tao,"['State Key Lab of CAD&CG, Zhejiang University', 'Zhejiang University']",https://dl.acm.org/profile/81421599679
81408600175,Hai Lin,"['State Key Lab of CAD&CG, Zhejiang University', 'Zhejiang University', 'Fudan University']",https://dl.acm.org/profile/81408600175
99659483577,Hao Tang,['Hangzhou Dianzi University'],https://dl.acm.org/profile/99659483577
99659482760,Sixiang Fei,['Hangzhou Dianzi University'],https://dl.acm.org/profile/99659482760
99659482636,Xiaoying Shi,['Hangzhou Dianzi University'],https://dl.acm.org/profile/99659482636
99658765084,Hanbyul Yeon,['Sejong University'],https://dl.acm.org/profile/99658765084
99659482864,Mingyu Pi,['Sejong University'],https://dl.acm.org/profile/99659482864
99659483077,Hyesook Son,['Sejong University'],https://dl.acm.org/profile/99659483077
81372592812,Yun Jang,"['Sejong University', 'Swiss Federal Institute of Technology, Zurich', 'Purdue University']",https://dl.acm.org/profile/81372592812
99659291193,Rohan Goel,"['Birla Institute of Technology and Science, Pilani']",https://dl.acm.org/profile/99659291193
99659290090,Samiha Fadloun,['University of Montpellier'],https://dl.acm.org/profile/99659290090
99659290844,Sarah Valentin,['University of Montpellier'],https://dl.acm.org/profile/99659290844
81375620314,Arnaud Sallaberry,"['University of Montpellier', 'Universite Paul-Valery Montpellier III', 'University of California, Davis', '+ 3']",https://dl.acm.org/profile/81375620314
81384592979,Mathieu Roche,"['Territoires, Environnement, Télédétection et Information Spatiale', 'University of Montpellier', 'CIRAD', '+ 4']",https://dl.acm.org/profile/81384592979
81100236660,Pascal Poncelet,"['University of Montpellier', '+ 4']",https://dl.acm.org/profile/81100236660
99659291871,Humphrey O Obie,"['Monash University', 'Swinburne University of Technology']",https://dl.acm.org/profile/99659291871
81490649118,Caslon Chua,['Swinburne University of Technology'],https://dl.acm.org/profile/81490649118
81440623086,Iman Avazpour,"['Deakin University', 'Swinburne University of Technology']",https://dl.acm.org/profile/81440623086
99659003381,Mohamed Almorsy Abdelrazek,['Deakin University'],https://dl.acm.org/profile/99659003381
81100261843,John C. Grundy,"['Monash University', 'Deakin University', 'Swinburne University of Technology', 'The University of Auckland', '+ 1']",https://dl.acm.org/profile/81100261843
99659289556,Yaru Du,[],https://dl.acm.org/profile/99659289556
99659493271,Liang Zhou,"['The University of Utah', 'University of Stuttgart']",https://dl.acm.org/profile/99659493271
81490688158,Hansjörg Schmauder,['University of Stuttgart'],https://dl.acm.org/profile/81490688158
99659256604,Xiaoyu Wang,['The University of Texas at Dallas'],https://dl.acm.org/profile/99659256604
99659194249,Yufeng Liu,['Hohai University'],https://dl.acm.org/profile/99659194249
99658620368,Jie Li,"['Tianjin University', 'Nanjing University']",https://dl.acm.org/profile/99658620368
81350576955,K. Zhang,"['The University of Texas at Dallas', 'Tianjin University', 'IEEE']",https://dl.acm.org/profile/81350576955
99659291201,Daniil Rodin,['Technion - Israel Institute of Technology'],https://dl.acm.org/profile/99659291201
81100400502,Gershon Elber,"['Technion - Israel Institute of Technology', 'IEEE', 'The University of Utah']",https://dl.acm.org/profile/81100400502
99659292007,Mehmood Ghaffar,['Bielefeld University'],https://dl.acm.org/profile/99659292007
99659292087,Niklas Biere,['Bielefeld University'],https://dl.acm.org/profile/99659292087
99659290368,Daniel Jäger,['Bielefeld University'],https://dl.acm.org/profile/99659290368
81100141840,Karsten Klein,"['Monash University', 'University of Konstanz', 'The University of Sydney', 'Technical University Dortmund', '+ 1']",https://dl.acm.org/profile/81100141840
81100087062,Falk Schreiber,"['University of Konstanz', 'Monash University', 'Martin Luther University of Halle-Wittenberg', '+ 2']",https://dl.acm.org/profile/81100087062
99659291490,Olaf Kruse,['Bielefeld University'],https://dl.acm.org/profile/99659291490
99658771476,Björn Sommer,"['Royal College of Art', 'University of Konstanz', 'Monash University', 'Bielefeld University']",https://dl.acm.org/profile/99658771476
99659289305,Luca Marzialetti,['Roma Tre University'],https://dl.acm.org/profile/99659289305
99659290958,Massimo Candela,['University of Pisa'],https://dl.acm.org/profile/99659290958
81100464555,Giuseppe Di Battista,"['Roma Tre University', 'Basilicata University Potenza', 'Sapienza University of Rome']",https://dl.acm.org/profile/81100464555
99659291294,Gerald Baulig,[],https://dl.acm.org/profile/99659291294
99659292088,Tobias Boley,[],https://dl.acm.org/profile/99659292088
99659290889,Arjana Mehmeti,[],https://dl.acm.org/profile/99659290889
99659291964,Dina Kurbanismailova,[],https://dl.acm.org/profile/99659291964
99659291329,Marc Roswag,[],https://dl.acm.org/profile/99659291329
99659292148,Oliver Streicher,[],https://dl.acm.org/profile/99659292148
99659289339,Steffen Wittig,[],https://dl.acm.org/profile/99659289339
99658638708,Nico Reski,"['Linnaeus University, Växjö']",https://dl.acm.org/profile/99658638708
81310502395,Aris Alissandrakis,"['Linnaeus University, Växjö', 'Linnaeus University, Kalmar', 'University of Hertfordshire']",https://dl.acm.org/profile/81310502395
81486656627,Kostiantyn Kucher,"['Linnaeus University, Växjö', 'Linnaeus University, Kalmar']",https://dl.acm.org/profile/81486656627
99659192192,Rafael Messias Martins,"['Linnaeus University, Växjö', 'Linnaeus University, Kalmar']",https://dl.acm.org/profile/99659192192
81100367883,Andreas Kerren,"['Linnaeus University, Växjö', 'Linnaeus University, Kalmar', 'University of Kaiserslautern', 'Vienna University of Technology', '+ 1']",https://dl.acm.org/profile/81100367883
81470654834,Maria Skeppstedt,"['University of Potsdam', 'Stockholm University']",https://dl.acm.org/profile/81470654834
99659291514,Alisa Lincke,"['Linnaeus University, Växjö']",https://dl.acm.org/profile/99659291514
81100336369,Jenny Lundberg,['Blekinge Institute of Technology'],https://dl.acm.org/profile/81100336369
99659289733,Maria Thunander,['Lund University'],https://dl.acm.org/profile/99659289733
81100334854,Marcelo Milrad,"['Linnaeus University, Växjö', 'Linnaeus University, Kalmar']",https://dl.acm.org/profile/81100334854
81339515283,Jonas Lundberg,"['Linköping University', 'Linnaeus University, Växjö', 'Linnaeus University, Kalmar']",https://dl.acm.org/profile/81339515283
81501663475,Daniel Toll,"['Linnaeus University, Kalmar']",https://dl.acm.org/profile/81501663475
81442618410,Anna Wingkvist,"['Linnaeus University, Växjö', 'Linnaeus University, Kalmar']",https://dl.acm.org/profile/81442618410
99659292129,Tomohiro Kawanabe,['Riken'],https://dl.acm.org/profile/99659292129
81100125090,Jorji Nonaka,"['Riken', 'Kyoto University']",https://dl.acm.org/profile/81100125090
81100261727,Kenji Ono,"['Kyushu University', 'Riken', 'Toshiba Corporation']",https://dl.acm.org/profile/81100261727
99659291920,Tu Xing,['Shenzhen University'],https://dl.acm.org/profile/99659291920
99659290153,Anna Sara Fagerholm,['Mid Sweden University'],https://dl.acm.org/profile/99659290153
81496672621,Mattias Andersson,['Mid Sweden University'],https://dl.acm.org/profile/81496672621
81482662429,Björn Zimmer,"['University of Applied Sciences Upper Austria, School of Informatics, Communications and Media', 'Linnaeus University, Växjö', 'Hannover University of Applied Sciences']",https://dl.acm.org/profile/81482662429
99659185142,Jan Zenisek,"['University of Applied Sciences Upper Austria, Wels', 'University of Applied Sciences Upper Austria, School of Informatics, Communications and Media', 'University of Applied Sciences Upper Austria, School of Management']",https://dl.acm.org/profile/99659185142
81361609796,Hans-Christian Jetter,"['University of Lübeck', '+ 4']",https://dl.acm.org/profile/81361609796
99658768907,Hyunwoo Han,['Ajou University'],https://dl.acm.org/profile/99658768907
99659290729,Taerin Yoon,['Ajou University'],https://dl.acm.org/profile/99659290729
99659288906,Hyeonsik Gong,['Ajou University'],https://dl.acm.org/profile/99659288906
81458652821,Kyungwon Lee,['Ajou University'],https://dl.acm.org/profile/81458652821
99659194221,Zana Vosough,"['SAP AG', 'Technische Universität Dresden']",https://dl.acm.org/profile/99659194221
81479656070,Dietrich Kammer,"['Dresden University of Applied Sciences', 'Technische Universität Dresden']",https://dl.acm.org/profile/81479656070
81479645196,Mandy Keck,"['University of Applied Sciences Upper Austria, School of Informatics, Communications and Media', 'Technische Universität Dresden']",https://dl.acm.org/profile/81479645196
81372593345,Rainer Groh,['Technische Universität Dresden'],https://dl.acm.org/profile/81372593345
81549260756,Fangfang Zhou,['Central South University'],https://dl.acm.org/profile/81549260756
99659194235,Minghui Chen,['Central South University'],https://dl.acm.org/profile/99659194235
99659194186,Zeyu Wang,['Central South University'],https://dl.acm.org/profile/99659194186
99659194127,Feng Luo,['Central South University'],https://dl.acm.org/profile/99659194127
99659194176,Xiaobo Luo,['Central South University'],https://dl.acm.org/profile/99659194176
99659194273,Wei Huang,['Central South University'],https://dl.acm.org/profile/99659194273
81490680300,Yi Chen,['Beijing Technology and Business University'],https://dl.acm.org/profile/81490680300
81549278756,Ying Zhao,['Central South University'],https://dl.acm.org/profile/81549278756
81548020271,Huiyi Liu,['Hohai University'],https://dl.acm.org/profile/81548020271
81549102456,Yuhua Liu,"['East China Normal University', 'Shanghai University']",https://dl.acm.org/profile/81549102456
99659194118,Hanfei Lin,['East China Normal University'],https://dl.acm.org/profile/99659194118
99659194271,Yitao Liang,['East China Normal University'],https://dl.acm.org/profile/99659194271
99658989829,Sangbong Yoo,['Sejong University'],https://dl.acm.org/profile/99658989829
99658730770,Hongryeol Ryu,['Yonsei University'],https://dl.acm.org/profile/99658730770
81451594353,Taekyoung ‘Taekyoung’ Kwon,"['Sejong University', 'Seoul National University', 'Yonsei University', 'The Ohio State University']",https://dl.acm.org/profile/81451594353
99659194260,Nils Rodrigues,['University of Stuttgart'],https://dl.acm.org/profile/99659194260
81558361656,Rudolf Netzel,['University of Stuttgart'],https://dl.acm.org/profile/81558361656
99659194145,Kazi Riaz Ullah,['University of Stuttgart'],https://dl.acm.org/profile/99659194145
99659194188,Alexander Schultz,['Fraunhofer Institute for Solar Energy Systems ISE'],https://dl.acm.org/profile/99659194188
81440598602,Bruno Burger,['Fraunhofer Institute for Solar Energy Systems ISE'],https://dl.acm.org/profile/81440598602
81548014780,Daniel Weiskopf,"['University of Stuttgart', 'University of Konstanz', 'Simon Fraser University']",https://dl.acm.org/profile/81548014780
81500651305,Kumaripaba Athukorala,"['Aalto University', 'University of Helsinki', 'Helsinki Institute for Information Technology', 'University of Oulu']",https://dl.acm.org/profile/81500651305
83058808757,Chao An,"['University of Helsinki', 'Aalto University']",https://dl.acm.org/profile/83058808757
84459914957,Aki Reijonen,"['University of Helsinki', 'Helsinki Institute for Information Technology']",https://dl.acm.org/profile/84459914957
81100125974,Jaakko Peltonen,"['University of Tampere', 'Aalto University', 'Helsinki Institute for Information Technology']",https://dl.acm.org/profile/81100125974
99659194168,Christian Bors,['Vienna University of Technology'],https://dl.acm.org/profile/99659194168
81474695092,Markus Bögl,['Vienna University of Technology'],https://dl.acm.org/profile/81474695092
81375620061,Theresia Gschwandtner,['Vienna University of Technology'],https://dl.acm.org/profile/81375620061
81100255622,Silvia Miksch,"['Vienna University of Technology', 'Danube University Krems']",https://dl.acm.org/profile/81100255622
81100517120,Kazuo Misue,"['University of Tsukuba', 'Fujitsu Ltd.']",https://dl.acm.org/profile/81100517120
99659194175,Kosuke Otake,['University of Tsukuba'],https://dl.acm.org/profile/99659194175
99659194114,Takahiro Saito,['Fujitsu Ltd.'],https://dl.acm.org/profile/99659194114
99659820717,Jieliang Luo,[],https://dl.acm.org/profile/99659820717
84460132057,Donghao Ren,"['University of California, Santa Barbara']",https://dl.acm.org/profile/84460132057
81320492170,George Legrady,"['University of California, Santa Barbara']",https://dl.acm.org/profile/81320492170
99659194233,Congmin Li,['Tianjin University'],https://dl.acm.org/profile/99659194233
99659194283,Boyi Li,['University of Toronto'],https://dl.acm.org/profile/99659194283
99659194157,Amontep Wijitcharoen,['King Mongkuts University of Technology Thonburi'],https://dl.acm.org/profile/99659194157
81413599918,Jonathan Hoyin Chan,['King Mongkuts University of Technology Thonburi'],https://dl.acm.org/profile/81413599918
81339499259,Simon James Fong,"['University of Macau', 'Chinese Academy of Sciences', 'Nanyang Technological University']",https://dl.acm.org/profile/81339499259
99659194248,Scarlet Tin,['University of Macau'],https://dl.acm.org/profile/99659194248
99659194158,Yihang Bo,[],https://dl.acm.org/profile/99659194158
99659194162,Yi Yang,['Chinese Academy of Sciences'],https://dl.acm.org/profile/99659194162
99659194208,Xianglei Zhu,['China Automotive Technology and Research Center Co. Ltd'],https://dl.acm.org/profile/99659194208
99659194272,Shuai Zhao,['China Automotive Technology and Research Center Co. Ltd'],https://dl.acm.org/profile/99659194272
99659194136,Quan Wen,['China Automotive Technology and Research Center Co. Ltd'],https://dl.acm.org/profile/99659194136
84459002557,Wenjun Guo,['Ajou University'],https://dl.acm.org/profile/84459002557
99659194257,Seungwook Kim,['Seoul National University'],https://dl.acm.org/profile/99659194257
99659178205,Sangjoon Son,['Ajou University'],https://dl.acm.org/profile/99659178205
99659178107,Changhyung Hong,['Ajou University'],https://dl.acm.org/profile/99659178107
81100157592,Hyunjung (Helen) Shin,"['Ajou University', 'University of Tübingen', 'Friedrich Miescher Laboratory', 'Seoul National University', 'Max Planck Institute for Biological Cybernetics']",https://dl.acm.org/profile/81100157592
99659127931,Thanyathorn Thanapattheerakul,['King Mongkuts University of Technology Thonburi'],https://dl.acm.org/profile/99659127931
99659128019,Jaturong Kongmanee,"['Michigan State University', 'Texas Tech University', 'King Mongkuts University of Technology Thonburi']",https://dl.acm.org/profile/99659128019
99659194254,Saila Shama,['University of Toronto'],https://dl.acm.org/profile/99659194254
99659194245,Philip Lu,['University of Toronto'],https://dl.acm.org/profile/99659194245
99659194291,Narumol Doungpan,['King Mongkuts University of Technology Thonburi'],https://dl.acm.org/profile/99659194291
81384616279,Asawin Meechai,['King Mongkuts University of Technology Thonburi'],https://dl.acm.org/profile/81384616279
99659097484,Jiafan Li,['East China Normal University'],https://dl.acm.org/profile/99659097484
99659194115,Zhijie Qiao,['East China Normal University'],https://dl.acm.org/profile/99659194115
99659194278,Junjie Wang,['East China Normal University'],https://dl.acm.org/profile/99659194278
99659154692,Wutthipong Kongburan,['King Mongkuts University of Technology Thonburi'],https://dl.acm.org/profile/99659154692
81442613236,Praisan Padungweang,['King Mongkuts University of Technology Thonburi'],https://dl.acm.org/profile/81442613236
81550167556,Worarat Krathu,"['King Mongkuts University of Technology Thonburi', 'Vienna University of Technology']",https://dl.acm.org/profile/81550167556
83058634857,Luca Chech,['University of Padova'],https://dl.acm.org/profile/83058634857
99659194161,Marta Vasilieva,['University of Helsinki'],https://dl.acm.org/profile/99659194161
99659194174,Lorenzo Papa,['University of Padova'],https://dl.acm.org/profile/99659194174
81100210885,Luciano Gamberini,['University of Padova'],https://dl.acm.org/profile/81100210885
99659185901,Jiajing Zhang,['Zhejiang University'],https://dl.acm.org/profile/99659185901
81466642306,Ren Peng,"['Zhejiang University', 'School of Computer and Computing Science']",https://dl.acm.org/profile/81466642306
81381602769,Jinhui Yu,"['State Key Lab of CAD&CG, Zhejiang University', 'Zhejiang University']",https://dl.acm.org/profile/81381602769
99659194267,Denise Junger,['University of Stuttgart'],https://dl.acm.org/profile/99659194267
99659194244,Isabel Hagen,['University of Stuttgart'],https://dl.acm.org/profile/99659194244
99659194217,Robin Horst,['University of Stuttgart'],https://dl.acm.org/profile/99659194217
99659194195,Lukas Brand,"['Landshut University of Applied Sciences', 'University of Erlangen-Nuremberg', 'University of Stuttgart']",https://dl.acm.org/profile/99659194195
99659194159,Armin Müller,['University of Stuttgart'],https://dl.acm.org/profile/99659194159
99659194207,Benjamin Weinert,"['University of Oldenburg', 'University of Stuttgart']",https://dl.acm.org/profile/99659194207
99658770790,Patrick Cheong-Iao Pang,"['School of Computing and Information Systems', 'University of Melbourne']",https://dl.acm.org/profile/99658770790
99659194227,Bin Pang,['University of Macau'],https://dl.acm.org/profile/99659194227
99659194112,Dominique Tranquille,['University of Brighton'],https://dl.acm.org/profile/99659194112
81339530296,Gem Stapleton,"['University of Brighton', 'University of Kent']",https://dl.acm.org/profile/81339530296
81384617071,Jim Burton,['University of Brighton'],https://dl.acm.org/profile/81384617071
81100642599,Peter J Rodgers,['University of Kent'],https://dl.acm.org/profile/81100642599
81502795846,Thomas Gründer,['Technische Universität Dresden'],https://dl.acm.org/profile/81502795846
99659194141,Thomas Thom,[],https://dl.acm.org/profile/99659194141
81479655070,Martin Kleinsteuber,"['Technical University of Munich', 'Mercateo Deutschland AG', 'Ludwig-Maximilians-University Munich', 'TUM Department of Electrical and Computer Engineering', 'The Australian National University', 'CSIRO Data61', 'Julius-Maximilian University of Würzburg']",https://dl.acm.org/profile/81479655070
99659194167,Alexander Maasch,[],https://dl.acm.org/profile/99659194167
99659194250,Yuri Sato,['University of Brighton'],https://dl.acm.org/profile/99659194250
81100097678,Mateja Jamnik,"['University of Cambridge', 'Department of Computer Science and Technology', 'The University of Edinburgh']",https://dl.acm.org/profile/81100097678
99658750308,Zohreh Shams,"['University of Bath', 'University of Cambridge']",https://dl.acm.org/profile/99658750308
99658638715,Andrew Blake,['University of Brighton'],https://dl.acm.org/profile/99658638715
99659010090,Francesco Paduano,['University of Illinois at Chicago'],https://dl.acm.org/profile/99659010090
81551311756,Ronak Etemadpour,"['City University of New York', 'Oklahoma State University - Stillwater', 'Oklahoma State University System', 'Jacobs University Bremen']",https://dl.acm.org/profile/81551311756
81474644982,Angus Graeme Forbes,"['University of California, Santa Cruz', 'Purdue University', 'University of Illinois at Chicago', 'The University of Arizona', '+ 1']",https://dl.acm.org/profile/81474644982
99659020506,Yun Wang,['Hong Kong University of Science and Technology'],https://dl.acm.org/profile/99659020506
99659070996,Dongyu Liu,"['Massachusetts Institute of Technology', 'Hong Kong University of Science and Technology']",https://dl.acm.org/profile/99659070996
81100337801,Huamin Qu,"['Hong Kong University of Science and Technology', 'IEEE']",https://dl.acm.org/profile/81100337801
81339515235,Qiong Luo,"['Hong Kong University of Science and Technology', 'Tsinghua University']",https://dl.acm.org/profile/81339515235
81484654594,Xiaojuan Ma,"['Hong Kong University of Science and Technology', 'University of Michigan, Ann Arbor', '+ 2']",https://dl.acm.org/profile/81484654594
81556666156,Yang Shi,"['Tongji University', 'Central South University']",https://dl.acm.org/profile/81556666156
81339540126,Yaoxue Zhang,"['Tsinghua University', 'Central South University']",https://dl.acm.org/profile/81339540126
81408600293,Guojun Wang,"['Guangzhou University', 'Central South University', 'Temple University', 'The University of Aizu', 'Hong Kong Polytechnic University']",https://dl.acm.org/profile/81408600293
81470649905,Ronghua Shi,['Central South University'],https://dl.acm.org/profile/81470649905
99658630885,Xing Liang,['Arizona State University'],https://dl.acm.org/profile/99658630885
81100655096,Rainer C Splechtna,"['VRVis Research Center', 'University of Maryland, College Park (UMD)']",https://dl.acm.org/profile/81100655096
99658770166,Alexandra Diehl,"['University of Konstanz', 'University of Buenos Aires', 'University of Maryland, College Park (UMD)']",https://dl.acm.org/profile/99658770166
81554544456,Mai H Elshehaly,"['Virginia Polytechnic Institute and State University', 'University of Maryland, College Park (UMD)', 'University of Maryland, Baltimore (UMB)']",https://dl.acm.org/profile/81554544456
81544964956,Claudio A Delrieux,"['South National University', 'University of Maryland, College Park (UMD)']",https://dl.acm.org/profile/81544964956
81100637283,Denis Gracanin,"['Virginia Polytechnic Institute and State University', 'University of Maryland, College Park (UMD)', '+ 4']",https://dl.acm.org/profile/81100637283
81375609028,Krešimir Matković,"['VRVis Research Center', 'University of Maryland, College Park (UMD)', 'IEEE']",https://dl.acm.org/profile/81375609028
99659068906,Kouhei Yasuda,['The University of Tokyo'],https://dl.acm.org/profile/99659068906
81410594549,Shigeo Takahashi,"['The University of Aizu', 'The University of Tokyo', 'IEEE']",https://dl.acm.org/profile/81410594549
81440610884,Hsiangyun Wu,"['Vienna University of Technology', 'Keio University', 'The University of Tokyo']",https://dl.acm.org/profile/81440610884
81100077710,Simeon J Simoff,"['Western Sydney University', 'The MARCS Institute for Brain, Behaviour and Development', '+ 1']",https://dl.acm.org/profile/81100077710
81452599675,Yu Qian,"['J. Craig Venter Institute', 'The University of Texas at Dallas']",https://dl.acm.org/profile/81452599675
81100079792,Maolin Huang,"['University of Technology Sydney', 'Tianjin University', 'Tianjin University of Technology', '+ 1']",https://dl.acm.org/profile/81100079792
99658770290,Martin Röhlig,['University of Rostock'],https://dl.acm.org/profile/99658770290
81100094349,H. Schumann,['University of Rostock'],https://dl.acm.org/profile/81100094349
81320496219,Ruth West,"['University of North Texas', 'University of California, Los Angeles', 'University of California, San Diego']",https://dl.acm.org/profile/81320496219
99659067772,Meghan Kajihara,['University of North Texas'],https://dl.acm.org/profile/99659067772
99658988047,Max Parola,['University of North Texas'],https://dl.acm.org/profile/99658988047
99659067444,Kathryn Hays,['University of North Texas'],https://dl.acm.org/profile/99659067444
99659068485,Luke Hillard,['University of North Texas'],https://dl.acm.org/profile/99659068485
99659067913,Anne Carlew,['University of North Texas'],https://dl.acm.org/profile/99659067913
99659068986,Jeremey Deutsch,['University of North Texas'],https://dl.acm.org/profile/99659068986
99659068083,Brandon Lane,['University of North Texas'],https://dl.acm.org/profile/99659068083
99658628447,Michelle Holloway,['Washington University in St. Louis'],https://dl.acm.org/profile/99658628447
87658893257,Brendan John,"['University of Florida', 'Rochester Institute of Technology']",https://dl.acm.org/profile/87658893257
99658988516,Anahita Sanandaji,['Oregon State University'],https://dl.acm.org/profile/99658988516
81100553787,Cindy Marie Grimm,"['Oregon State University', 'Washington University in St. Louis', 'Texas A&M University', 'University of Central Florida', 'IEEE', '+ 2']",https://dl.acm.org/profile/81100553787
99659036087,Zheng Huang,['North Dakota State University'],https://dl.acm.org/profile/99659036087
99659068000,Jed Limke,['North Dakota State University'],https://dl.acm.org/profile/99659068000
81408600332,Jun Kong,"['North Dakota State University', 'The University of Texas at Dallas']",https://dl.acm.org/profile/81408600332
99658765217,Muye Yang,['University of Macau'],https://dl.acm.org/profile/99658765217
99658766518,Yina Li,['Nankai University'],https://dl.acm.org/profile/99658766518
99658766563,Dongjin Li,['Nankai University'],https://dl.acm.org/profile/99658766563
99659068785,Casey Haber,['University of San Francisco'],https://dl.acm.org/profile/99659068785
99659068146,Lyndonong Yiu,['University of San Francisco'],https://dl.acm.org/profile/99659068146
81339508109,Alark Joshi,"['University of San Francisco', 'Yale University', 'University of Maryland, Baltimore County (UMBC)', 'IEEE']",https://dl.acm.org/profile/81339508109
81442602782,Sophie Engle,"['University of San Francisco', 'University of California, Davis']",https://dl.acm.org/profile/81442602782
99659068491,Hui Lei,['Changsha University of Science and Technology'],https://dl.acm.org/profile/99659068491
99659067824,Cong Xie,['Stony Brook University'],https://dl.acm.org/profile/99659067824
99659068366,Pingping Shang,"['State Key Lab of CAD&CG, Zhejiang University']",https://dl.acm.org/profile/99659068366
99659068293,Fan Zhang,"['Massachusetts Institute of Technology', 'Zhejiang University of Technology']",https://dl.acm.org/profile/99659068293
81548161656,Weri Chen,"['State Key Lab of CAD&CG, Zhejiang University', 'Zhejiang University']",https://dl.acm.org/profile/81548161656
81451598508,Qunsheng Peng,"['State Key Lab of CAD&CG, Zhejiang University', 'Zhejiang University']",https://dl.acm.org/profile/81451598508
81474695617,Tobias Ruppert,['Fraunhofer Institute for Computer Graphics Research IGD'],https://dl.acm.org/profile/81474695617
