el1,el2,paper_doi,date
Ning Li,Zixiang Liu,10.1145/2493102.2493121,2013
Ning Li,Xiangxu Meng,10.1145/2493102.2493121,2013
Zhifang Jiang,Zixiang Liu,10.1145/2493102.2493121,2013
Zhifang Jiang,Xiangxu Meng,10.1145/2493102.2493121,2013
Zixiang Liu,Xiangxu Meng,10.1145/2493102.2493121,2013
Xiaoting Bi,Zhifang Jiang,10.1145/2493102.2493122,2013
Xiaoting Bi,Shenghui Cheng,10.1145/2493102.2493122,2013
Xiaoting Bi,Xiangxu Meng,10.1145/2493102.2493122,2013
Zhifang Jiang,Shenghui Cheng,10.1145/2493102.2493122,2013
Zhifang Jiang,Xiangxu Meng,10.1145/2493102.2493122,2013
Shenghui Cheng,Xiangxu Meng,10.1145/2493102.2493122,2013
Gerry Derksen,Stan Ruecker,10.1145/2493102.2493115,2013
Gerry Derksen,Tim Causer,10.1145/2493102.2493115,2013
Gerry Derksen,Melissa M Terras,10.1145/2493102.2493115,2013
Stan Ruecker,Tim Causer,10.1145/2493102.2493115,2013
Stan Ruecker,Melissa M Terras,10.1145/2493102.2493115,2013
Tim Causer,Melissa M Terras,10.1145/2493102.2493115,2013
Jing Fan,Xiaoying Shi,10.1145/2397696.2397697,2012
Jing Fan,Zhan Zhou,10.1145/2397696.2397697,2012
Jing Fan,Ying Tang,10.1145/2397696.2397697,2012
Xiaoying Shi,Zhan Zhou,10.1145/2397696.2397697,2012
Xiaoying Shi,Ying Tang,10.1145/2397696.2397697,2012
Zhan Zhou,Ying Tang,10.1145/2397696.2397697,2012
Ying Zhao,Fangfang Zhou,10.1145/2397696.2397698,2012
Ying Zhao,Xiaoping Fan,10.1145/2397696.2397698,2012
Fangfang Zhou,Xiaoping Fan,10.1145/2397696.2397698,2012
Zhifang Jiang,Shenghui Cheng,10.1145/2397696.2397699,2012
Zhifang Jiang,Ruobo Xin,10.1145/2397696.2397699,2012
Zhifang Jiang,Xiangxu Meng,10.1145/2397696.2397699,2012
Shenghui Cheng,Ruobo Xin,10.1145/2397696.2397699,2012
Shenghui Cheng,Xiangxu Meng,10.1145/2397696.2397699,2012
Ruobo Xin,Xiangxu Meng,10.1145/2397696.2397699,2012
Dongxu Duan,Weihong Qian,10.1145/2397696.2397700,2012
Dongxu Duan,Shimei Pan,10.1145/2397696.2397700,2012
Dongxu Duan,Lei Shi,10.1145/2397696.2397700,2012
Dongxu Duan,Chuang Lin,10.1145/2397696.2397700,2012
Weihong Qian,Shimei Pan,10.1145/2397696.2397700,2012
Weihong Qian,Lei Shi,10.1145/2397696.2397700,2012
Weihong Qian,Chuang Lin,10.1145/2397696.2397700,2012
Shimei Pan,Lei Shi,10.1145/2397696.2397700,2012
Shimei Pan,Chuang Lin,10.1145/2397696.2397700,2012
Lei Shi,Chuang Lin,10.1145/2397696.2397700,2012
Jared Shenson,Alark Joshi,10.1145/2397696.2397701,2012
Xiaojuan Liu,Xia Lin,10.1145/2397696.2397702,2012
Tuannhon Dang,Leland K Wilkinson,10.1145/2397696.2397703,2012
Li Yu,Aidong Lu,10.1145/2397696.2397704,2012
Li Yu,Weri Chen,10.1145/2397696.2397704,2012
Aidong Lu,Weri Chen,10.1145/2397696.2397704,2012
Quang Vinh Nguyen,Yu Qian,10.1145/2397696.2397705,2012
Quang Vinh Nguyen,Maolin Huang,10.1145/2397696.2397705,2012
Quang Vinh Nguyen,Jiawan Zhang,10.1145/2397696.2397705,2012
Yu Qian,Maolin Huang,10.1145/2397696.2397705,2012
Yu Qian,Jiawan Zhang,10.1145/2397696.2397705,2012
Maolin Huang,Jiawan Zhang,10.1145/2397696.2397705,2012
Zhao Xiao,Changbo Wang,10.1145/2397696.2397706,2012
Zhao Xiao,Peng Ye,10.1145/2397696.2397706,2012
Zhao Xiao,Yuhua Liu,10.1145/2397696.2397706,2012
Zhao Xiao,Chenming Pang,10.1145/2397696.2397706,2012
Changbo Wang,Changbo Wang,10.1145/2397696.2397706,2012
Changbo Wang,Peng Ye,10.1145/2397696.2397706,2012
Changbo Wang,Yuhua Liu,10.1145/2397696.2397706,2012
Changbo Wang,Chenming Pang,10.1145/2397696.2397706,2012
Peng Ye,Yuhua Liu,10.1145/2397696.2397706,2012
Peng Ye,Chenming Pang,10.1145/2397696.2397706,2012
Yuhua Liu,Chenming Pang,10.1145/2397696.2397706,2012
Cong Chen,K. Zhang,10.1145/2397696.2397707,2012
Robert P. Biuk-Aghai,Roy Chi Kit Chan,10.1145/2397696.2397708,2012
Kewei Yang,Jie Zhou,10.1145/2397696.2397709,2012
Kewei Yang,Zhengxing Sun,10.1145/2397696.2397709,2012
Kewei Yang,Yi Li,10.1145/2397696.2397709,2012
Jie Zhou,Zhengxing Sun,10.1145/2397696.2397709,2012
Jie Zhou,Yi Li,10.1145/2397696.2397709,2012
Zhengxing Sun,Yi Li,10.1145/2397696.2397709,2012
Xianlin Hu,Lane T Harrison,10.1145/2397696.2397710,2012
Xianlin Hu,Aidong Lu,10.1145/2397696.2397710,2012
Xianlin Hu,Li Yu,10.1145/2397696.2397710,2012
Xianlin Hu,Huaguang Song,10.1145/2397696.2397710,2012
Xianlin Hu,Jinzhu Gao,10.1145/2397696.2397710,2012
Lane T Harrison,Aidong Lu,10.1145/2397696.2397710,2012
Lane T Harrison,Li Yu,10.1145/2397696.2397710,2012
Lane T Harrison,Huaguang Song,10.1145/2397696.2397710,2012
Lane T Harrison,Jinzhu Gao,10.1145/2397696.2397710,2012
Aidong Lu,Li Yu,10.1145/2397696.2397710,2012
Aidong Lu,Huaguang Song,10.1145/2397696.2397710,2012
Aidong Lu,Jinzhu Gao,10.1145/2397696.2397710,2012
Li Yu,Huaguang Song,10.1145/2397696.2397710,2012
Li Yu,Jinzhu Gao,10.1145/2397696.2397710,2012
Huaguang Song,Jinzhu Gao,10.1145/2397696.2397710,2012
Shuqing Liu,Jiang Jian,10.1145/2397696.2397711,2012
Shuqing Liu,Xianjunsam Zheng,10.1145/2397696.2397711,2012
Shuqing Liu,Zaijia Liu,10.1145/2397696.2397711,2012
Shuqing Liu,Guanmin Liu,10.1145/2397696.2397711,2012
Shuqing Liu,Kaiping Peng,10.1145/2397696.2397711,2012
Jiang Jian,Xianjunsam Zheng,10.1145/2397696.2397711,2012
Jiang Jian,Zaijia Liu,10.1145/2397696.2397711,2012
Jiang Jian,Guanmin Liu,10.1145/2397696.2397711,2012
Jiang Jian,Kaiping Peng,10.1145/2397696.2397711,2012
Xianjunsam Zheng,Zaijia Liu,10.1145/2397696.2397711,2012
Xianjunsam Zheng,Guanmin Liu,10.1145/2397696.2397711,2012
Xianjunsam Zheng,Kaiping Peng,10.1145/2397696.2397711,2012
Zaijia Liu,Guanmin Liu,10.1145/2397696.2397711,2012
Zaijia Liu,Kaiping Peng,10.1145/2397696.2397711,2012
Guanmin Liu,Kaiping Peng,10.1145/2397696.2397711,2012
Weidong Huang,Chuncheng Lin,10.1145/2397696.2397712,2012
Weidong Huang,Maolin Huang,10.1145/2397696.2397712,2012
Chuncheng Lin,Maolin Huang,10.1145/2397696.2397712,2012
Xiaoyu Wang,Eric A. Bier,10.1145/2016656.2016657,2011
Xiaoyu Wang,Thomas James Butkiewicz,10.1145/2016656.2016657,2011
Xiaoyu Wang,William Ribarsky,10.1145/2016656.2016657,2011
Xiaoyu Wang,Wenwen Dou,10.1145/2016656.2016657,2011
Eric A. Bier,Thomas James Butkiewicz,10.1145/2016656.2016657,2011
Eric A. Bier,William Ribarsky,10.1145/2016656.2016657,2011
Eric A. Bier,Wenwen Dou,10.1145/2016656.2016657,2011
Thomas James Butkiewicz,William Ribarsky,10.1145/2016656.2016657,2011
Thomas James Butkiewicz,Wenwen Dou,10.1145/2016656.2016657,2011
William Ribarsky,Wenwen Dou,10.1145/2016656.2016657,2011
Robert P. Biuk-Aghai,Cheongiao Pang,10.1145/2016656.2016658,2011
Robert P. Biuk-Aghai,Felix Hon Hou Cheang,10.1145/2016656.2016658,2011
Cheongiao Pang,Felix Hon Hou Cheang,10.1145/2016656.2016658,2011
Kazuo Misue,Takashi Yuki,10.1145/2016656.2016659,2011
Zhirong Zeng,Kun Wang,10.1145/2016656.2016660,2011
Zhirong Zeng,Dongxing Teng,10.1145/2016656.2016660,2011
Zhirong Zeng,Hong'an Wang,10.1145/2016656.2016660,2011
Zhirong Zeng,Guozhong Dai,10.1145/2016656.2016660,2011
Kun Wang,Dongxing Teng,10.1145/2016656.2016660,2011
Kun Wang,Hong'an Wang,10.1145/2016656.2016660,2011
Kun Wang,Guozhong Dai,10.1145/2016656.2016660,2011
Dongxing Teng,Hong'an Wang,10.1145/2016656.2016660,2011
Dongxing Teng,Guozhong Dai,10.1145/2016656.2016660,2011
Hong'an Wang,Guozhong Dai,10.1145/2016656.2016660,2011
Yuri Saito,Takayuki Itoh,10.1145/2016656.2016661,2011
Yasuhiko Sota,Keisuke Yamamoto,10.1145/2016656.2016662,2011
Yasuhiko Sota,Masahito Hirakawa,10.1145/2016656.2016662,2011
Yasuhiko Sota,Souichiro Doi,10.1145/2016656.2016662,2011
Yasuhiko Sota,Yasuhisa Yamamoto,10.1145/2016656.2016662,2011
Keisuke Yamamoto,Masahito Hirakawa,10.1145/2016656.2016662,2011
Keisuke Yamamoto,Souichiro Doi,10.1145/2016656.2016662,2011
Keisuke Yamamoto,Yasuhisa Yamamoto,10.1145/2016656.2016662,2011
Masahito Hirakawa,Souichiro Doi,10.1145/2016656.2016662,2011
Masahito Hirakawa,Yasuhisa Yamamoto,10.1145/2016656.2016662,2011
Souichiro Doi,Yasuhisa Yamamoto,10.1145/2016656.2016662,2011
Anna Wu,Xin Yan,10.1145/2016656.2016663,2011
Anna Wu,Xiaolong(Luke) Zhang,10.1145/2016656.2016663,2011
Xin Yan,Xiaolong(Luke) Zhang,10.1145/2016656.2016663,2011
Feng Tian,Xiang Cao,10.1145/2016656.2016664,2011
Feng Tian,Fei Lyu,10.1145/2016656.2016664,2011
Feng Tian,Guozhong Dai,10.1145/2016656.2016664,2011
Feng Tian,Xiaolong(Luke) Zhang,10.1145/2016656.2016664,2011
Feng Tian,Hong'an Wang,10.1145/2016656.2016664,2011
Xiang Cao,Fei Lyu,10.1145/2016656.2016664,2011
Xiang Cao,Guozhong Dai,10.1145/2016656.2016664,2011
Xiang Cao,Xiaolong(Luke) Zhang,10.1145/2016656.2016664,2011
Xiang Cao,Hong'an Wang,10.1145/2016656.2016664,2011
Fei Lyu,Guozhong Dai,10.1145/2016656.2016664,2011
Fei Lyu,Xiaolong(Luke) Zhang,10.1145/2016656.2016664,2011
Fei Lyu,Hong'an Wang,10.1145/2016656.2016664,2011
Guozhong Dai,Xiaolong(Luke) Zhang,10.1145/2016656.2016664,2011
Guozhong Dai,Hong'an Wang,10.1145/2016656.2016664,2011
Xiaolong(Luke) Zhang,Hong'an Wang,10.1145/2016656.2016664,2011
Philip Trevor Cox,Simon Gauvin,10.1145/2016656.2016665,2011
Jian Shi,Ying Qiao,10.1145/2016656.2016666,2011
Jian Shi,Hong'an Wang,10.1145/2016656.2016666,2011
Ying Qiao,Hong'an Wang,10.1145/2016656.2016666,2011
Jiawan Zhang,Yi Zhang,10.1145/2016656.2016667,2011
Jiawan Zhang,Lei Fu,10.1145/2016656.2016667,2011
Jiawan Zhang,Qinghui Guo,10.1145/2016656.2016667,2011
Jiawan Zhang,Maolin Huang,10.1145/2016656.2016667,2011
Yi Zhang,Lei Fu,10.1145/2016656.2016667,2011
Yi Zhang,Qinghui Guo,10.1145/2016656.2016667,2011
Yi Zhang,Maolin Huang,10.1145/2016656.2016667,2011
Lei Fu,Qinghui Guo,10.1145/2016656.2016667,2011
Lei Fu,Maolin Huang,10.1145/2016656.2016667,2011
Qinghui Guo,Maolin Huang,10.1145/2016656.2016667,2011
Jie Hao,K. Zhang,10.1145/2016656.2016668,2011
Jiansu Pu,Panpan Xu,10.1145/2016656.2016669,2011
Jiansu Pu,Huamin Qu,10.1145/2016656.2016669,2011
Jiansu Pu,Weiwei Cui,10.1145/2016656.2016669,2011
Jiansu Pu,Siyuan Liu,10.1145/2016656.2016669,2011
Jiansu Pu,Lionel Ming Shuan Ni,10.1145/2016656.2016669,2011
Panpan Xu,Huamin Qu,10.1145/2016656.2016669,2011
Panpan Xu,Weiwei Cui,10.1145/2016656.2016669,2011
Panpan Xu,Siyuan Liu,10.1145/2016656.2016669,2011
Panpan Xu,Lionel Ming Shuan Ni,10.1145/2016656.2016669,2011
Huamin Qu,Weiwei Cui,10.1145/2016656.2016669,2011
Huamin Qu,Siyuan Liu,10.1145/2016656.2016669,2011
Huamin Qu,Lionel Ming Shuan Ni,10.1145/2016656.2016669,2011
Weiwei Cui,Siyuan Liu,10.1145/2016656.2016669,2011
Weiwei Cui,Lionel Ming Shuan Ni,10.1145/2016656.2016669,2011
Siyuan Liu,Lionel Ming Shuan Ni,10.1145/2016656.2016669,2011
Yu Su,Margaret H Dunham,10.1145/2016656.2016670,2011
Liang Gou,Fang You,10.1145/2016656.2016671,2011
Liang Gou,Jun Guo,10.1145/2016656.2016671,2011
Liang Gou,Luqi Wu,10.1145/2016656.2016671,2011
Liang Gou,Xiaolong(Luke) Zhang,10.1145/2016656.2016671,2011
Fang You,Jun Guo,10.1145/2016656.2016671,2011
Fang You,Luqi Wu,10.1145/2016656.2016671,2011
Fang You,Xiaolong(Luke) Zhang,10.1145/2016656.2016671,2011
Jun Guo,Luqi Wu,10.1145/2016656.2016671,2011
Jun Guo,Xiaolong(Luke) Zhang,10.1145/2016656.2016671,2011
Luqi Wu,Xiaolong(Luke) Zhang,10.1145/2016656.2016671,2011
SuTe Lei,K. Zhang,10.1145/2016656.2016672,2011
Shaorong Wang,Yisong Chen,10.1145/1865841.1865848,2010
Shaorong Wang,Sheng Li,10.1145/1865841.1865848,2010
Shaorong Wang,Guoping Wang,10.1145/1865841.1865848,2010
Yisong Chen,Sheng Li,10.1145/1865841.1865848,2010
Yisong Chen,Guoping Wang,10.1145/1865841.1865848,2010
Sheng Li,Guoping Wang,10.1145/1865841.1865848,2010
Zhifang Jiang,Miaomiao Li,10.1145/1865841.1865849,2010
Zhifang Jiang,Xiangxu Meng,10.1145/1865841.1865849,2010
Zhifang Jiang,Yan Huang,10.1145/1865841.1865849,2010
Zhifang Jiang,Shenfang Li,10.1145/1865841.1865849,2010
Miaomiao Li,Xiangxu Meng,10.1145/1865841.1865849,2010
Miaomiao Li,Yan Huang,10.1145/1865841.1865849,2010
Miaomiao Li,Shenfang Li,10.1145/1865841.1865849,2010
Xiangxu Meng,Yan Huang,10.1145/1865841.1865849,2010
Xiangxu Meng,Shenfang Li,10.1145/1865841.1865849,2010
Yan Huang,Shenfang Li,10.1145/1865841.1865849,2010
Ye Yuan,Zhongke Wu,10.1145/1865841.1865850,2010
Lei Tang,Xueqing Li,10.1145/1865841.1865853,2010
Lei Tang,Wenjing Qi,10.1145/1865841.1865853,2010
Lei Tang,Zhifang Jiang,10.1145/1865841.1865853,2010
Xueqing Li,Wenjing Qi,10.1145/1865841.1865853,2010
Xueqing Li,Zhifang Jiang,10.1145/1865841.1865853,2010
Wenjing Qi,Zhifang Jiang,10.1145/1865841.1865853,2010
Weidong Huang,Maolin Huang,10.1145/1865841.1865854,2010
Philip Trevor Cox,Anh Dang,10.1145/1865841.1865856,2010
Jiayao Chen,Xueqing Li,10.1145/1865841.1865857,2010
Jiayao Chen,Jingzhao Yang,10.1145/1865841.1865857,2010
Xueqing Li,Jingzhao Yang,10.1145/1865841.1865857,2010
J Joshua Thomas,Choychee Ken,10.1145/1865841.1865858,2010
Xiongfei Luo,Dongxing Teng,10.1145/1865841.1865860,2010
Xiongfei Luo,Wei Liu,10.1145/1865841.1865860,2010
Xiongfei Luo,Feng Tian,10.1145/1865841.1865860,2010
Xiongfei Luo,Guozhong Dai,10.1145/1865841.1865860,2010
Xiongfei Luo,Hong'an Wang,10.1145/1865841.1865860,2010
Dongxing Teng,Wei Liu,10.1145/1865841.1865860,2010
Dongxing Teng,Feng Tian,10.1145/1865841.1865860,2010
Dongxing Teng,Guozhong Dai,10.1145/1865841.1865860,2010
Dongxing Teng,Hong'an Wang,10.1145/1865841.1865860,2010
Wei Liu,Feng Tian,10.1145/1865841.1865860,2010
Wei Liu,Guozhong Dai,10.1145/1865841.1865860,2010
Wei Liu,Hong'an Wang,10.1145/1865841.1865860,2010
Feng Tian,Guozhong Dai,10.1145/1865841.1865860,2010
Feng Tian,Hong'an Wang,10.1145/1865841.1865860,2010
Guozhong Dai,Hong'an Wang,10.1145/1865841.1865860,2010
Yi Du,Cui-Xia Ma,10.1145/1865841.1865861,2010
Yi Du,Dongxing Teng,10.1145/1865841.1865861,2010
Yi Du,Guozhong Dai,10.1145/1865841.1865861,2010
Cui-Xia Ma,Dongxing Teng,10.1145/1865841.1865861,2010
Cui-Xia Ma,Guozhong Dai,10.1145/1865841.1865861,2010
Dongxing Teng,Guozhong Dai,10.1145/1865841.1865861,2010
Quang Vinh Nguyen,Simeon J Simoff,10.1145/1865841.1865862,2010
Quang Vinh Nguyen,Maolin Huang,10.1145/1865841.1865862,2010
Simeon J Simoff,Maolin Huang,10.1145/1865841.1865862,2010
Shijian Lu,CÉcile Laurance Paris,10.1145/1865841.1865864,2010
Liang Gou,Shaoke Zhang,10.1145/1865841.1865865,2010
Liang Gou,Jing Wang,10.1145/1865841.1865865,2010
Liang Gou,Xiaolong(Luke) Zhang,10.1145/1865841.1865865,2010
Shaoke Zhang,Jing Wang,10.1145/1865841.1865865,2010
Shaoke Zhang,Xiaolong(Luke) Zhang,10.1145/1865841.1865865,2010
Jing Wang,Xiaolong(Luke) Zhang,10.1145/1865841.1865865,2010
Hirofumi Miyamoto,Masahito Hirakawa,10.1145/1865841.1865866,2010
SuTe Lei,K. Zhang,10.1145/1865841.1865868,2010
Tatman Cheong,Yain Whar Si,10.1145/1865841.1865869,2010
Anna Wu,Xiaolong(Luke) Zhang,10.1145/1865841.1865870,2010
Anna Wu,Guoray Cai,10.1145/1865841.1865870,2010
Xiaolong(Luke) Zhang,Guoray Cai,10.1145/1865841.1865870,2010
Christina Stoiber,Florian Grassinger,10.1145/3554944.3554949,2022
Christina Stoiber,Wolfgang Aigner,10.1145/3554944.3554949,2022
Florian Grassinger,Wolfgang Aigner,10.1145/3554944.3554949,2022
Yngve S Kristiansen,Laura A Garrison,10.1145/3554944.3554950,2022
Yngve S Kristiansen,Stefan Bruckner,10.1145/3554944.3554950,2022
Laura A Garrison,Stefan Bruckner,10.1145/3554944.3554950,2022
Zhenbao Fan,Yixuan Zhu,10.1145/3554944.3554951,2022
Zhenbao Fan,Christine Yan,10.1145/3554944.3554951,2022
Zhenbao Fan,Yufan Li,10.1145/3554944.3554951,2022
Zhenbao Fan,K. Zhang,10.1145/3554944.3554951,2022
Yixuan Zhu,Christine Yan,10.1145/3554944.3554951,2022
Yixuan Zhu,Yufan Li,10.1145/3554944.3554951,2022
Yixuan Zhu,K. Zhang,10.1145/3554944.3554951,2022
Christine Yan,Yufan Li,10.1145/3554944.3554951,2022
Christine Yan,K. Zhang,10.1145/3554944.3554951,2022
Yufan Li,K. Zhang,10.1145/3554944.3554951,2022
Hongzhi Zhu,Septimiu Edmund Salcudean,10.1145/3554944.3554952,2022
Hongzhi Zhu,Robert N Rohling,10.1145/3554944.3554952,2022
Septimiu Edmund Salcudean,Robert N Rohling,10.1145/3554944.3554952,2022
Peter Schaefer,Nils Rodrigues,10.1145/3554944.3554971,2022
Peter Schaefer,Daniel Weiskopf,10.1145/3554944.3554971,2022
Peter Schaefer,Sabine Storandt,10.1145/3554944.3554971,2022
Nils Rodrigues,Daniel Weiskopf,10.1145/3554944.3554971,2022
Nils Rodrigues,Sabine Storandt,10.1145/3554944.3554971,2022
Daniel Weiskopf,Sabine Storandt,10.1145/3554944.3554971,2022
Michael Becher,Moritz Heinemann,10.1145/3554944.3554947,2022
Michael Becher,Thomas Marmann,10.1145/3554944.3554947,2022
Michael Becher,Guido Reina,10.1145/3554944.3554947,2022
Michael Becher,Daniel Weiskopf,10.1145/3554944.3554947,2022
Michael Becher,Thomas Ertl,10.1145/3554944.3554947,2022
Moritz Heinemann,Thomas Marmann,10.1145/3554944.3554947,2022
Moritz Heinemann,Guido Reina,10.1145/3554944.3554947,2022
Moritz Heinemann,Daniel Weiskopf,10.1145/3554944.3554947,2022
Moritz Heinemann,Thomas Ertl,10.1145/3554944.3554947,2022
Thomas Marmann,Guido Reina,10.1145/3554944.3554947,2022
Thomas Marmann,Daniel Weiskopf,10.1145/3554944.3554947,2022
Thomas Marmann,Thomas Ertl,10.1145/3554944.3554947,2022
Guido Reina,Daniel Weiskopf,10.1145/3554944.3554947,2022
Guido Reina,Thomas Ertl,10.1145/3554944.3554947,2022
Daniel Weiskopf,Thomas Ertl,10.1145/3554944.3554947,2022
Franziska Huth,Tanja Blascheck,10.1145/3554944.3554945,2022
Franziska Huth,Steffen Koch,10.1145/3554944.3554945,2022
Franziska Huth,Thomas Ertl,10.1145/3554944.3554945,2022
Tanja Blascheck,Steffen Koch,10.1145/3554944.3554945,2022
Tanja Blascheck,Thomas Ertl,10.1145/3554944.3554945,2022
Steffen Koch,Thomas Ertl,10.1145/3554944.3554945,2022
Gonzalo Gabriel Méndez,Oscar Moreno,10.1145/3554944.3554957,2022
Gonzalo Gabriel Méndez,Patricio Mendoza,10.1145/3554944.3554957,2022
Oscar Moreno,Patricio Mendoza,10.1145/3554944.3554957,2022
Eric Mörth,Tanja Eichner,10.1145/3554944.3554958,2022
Eric Mörth,Ingfrid S Haldorsen,10.1145/3554944.3554958,2022
Eric Mörth,Stefan Bruckner,10.1145/3554944.3554958,2022
Eric Mörth,Noeska N Smit,10.1145/3554944.3554958,2022
Tanja Eichner,Ingfrid S Haldorsen,10.1145/3554944.3554958,2022
Tanja Eichner,Stefan Bruckner,10.1145/3554944.3554958,2022
Tanja Eichner,Noeska N Smit,10.1145/3554944.3554958,2022
Ingfrid S Haldorsen,Stefan Bruckner,10.1145/3554944.3554958,2022
Ingfrid S Haldorsen,Noeska N Smit,10.1145/3554944.3554958,2022
Stefan Bruckner,Noeska N Smit,10.1145/3554944.3554958,2022
Michael Burch,Indre Tauroseviciute,10.1145/3554944.3554959,2022
Michael Burch,Guillermo Mateos Guridi,10.1145/3554944.3554959,2022
Indre Tauroseviciute,Guillermo Mateos Guridi,10.1145/3554944.3554959,2022
Mark Alan Livingston,Derek P Brock,10.1145/3554944.3554954,2022
Sarah Dosdall,Katrin Angerbauer,10.1145/3554944.3554970,2022
Sarah Dosdall,Leonel Merino,10.1145/3554944.3554970,2022
Sarah Dosdall,Michael Sedlmair,10.1145/3554944.3554970,2022
Sarah Dosdall,Daniel Weiskopf,10.1145/3554944.3554970,2022
Katrin Angerbauer,Leonel Merino,10.1145/3554944.3554970,2022
Katrin Angerbauer,Michael Sedlmair,10.1145/3554944.3554970,2022
Katrin Angerbauer,Daniel Weiskopf,10.1145/3554944.3554970,2022
Leonel Merino,Michael Sedlmair,10.1145/3554944.3554970,2022
Leonel Merino,Daniel Weiskopf,10.1145/3554944.3554970,2022
Michael Sedlmair,Daniel Weiskopf,10.1145/3554944.3554970,2022
Patrick Gebhardt,Xingyao Yu,10.1145/3554944.3554956,2022
Patrick Gebhardt,Andreas Köhn,10.1145/3554944.3554956,2022
Patrick Gebhardt,Michael Sedlmair,10.1145/3554944.3554956,2022
Xingyao Yu,Andreas Köhn,10.1145/3554944.3554956,2022
Xingyao Yu,Michael Sedlmair,10.1145/3554944.3554956,2022
Andreas Köhn,Michael Sedlmair,10.1145/3554944.3554956,2022
Yves Staudt,Michael Burch,10.1145/3554944.3554960,2022
Yves Staudt,Alexander van Schie,10.1145/3554944.3554960,2022
Yves Staudt,Heiko Rölke,10.1145/3554944.3554960,2022
Michael Burch,Alexander van Schie,10.1145/3554944.3554960,2022
Michael Burch,Heiko Rölke,10.1145/3554944.3554960,2022
Alexander van Schie,Heiko Rölke,10.1145/3554944.3554960,2022
Daniel Atzberger,Tim Cech,10.1145/3554944.3554961,2022
Daniel Atzberger,Willy Scheibel,10.1145/3554944.3554961,2022
Daniel Atzberger,Daniel Limberger,10.1145/3554944.3554961,2022
Daniel Atzberger,Matthias Trapp,10.1145/3554944.3554961,2022
Daniel Atzberger,Jürgen Döllner,10.1145/3554944.3554961,2022
Tim Cech,Willy Scheibel,10.1145/3554944.3554961,2022
Tim Cech,Daniel Limberger,10.1145/3554944.3554961,2022
Tim Cech,Matthias Trapp,10.1145/3554944.3554961,2022
Tim Cech,Jürgen Döllner,10.1145/3554944.3554961,2022
Willy Scheibel,Daniel Limberger,10.1145/3554944.3554961,2022
Willy Scheibel,Matthias Trapp,10.1145/3554944.3554961,2022
Willy Scheibel,Jürgen Döllner,10.1145/3554944.3554961,2022
Daniel Limberger,Matthias Trapp,10.1145/3554944.3554961,2022
Daniel Limberger,Jürgen Döllner,10.1145/3554944.3554961,2022
Matthias Trapp,Jürgen Döllner,10.1145/3554944.3554961,2022
Bruno Frey,Alexander van Schie,10.1145/3554944.3554962,2022
Bruno Frey,Giada Zacheo,10.1145/3554944.3554962,2022
Alexander van Schie,Giada Zacheo,10.1145/3554944.3554962,2022
Yannis Panagis,Robert Spence,10.1145/3554944.3554963,2022
Sabrina Zahner,Edina Misini,10.1145/3554944.3554964,2022
Sabrina Zahner,Keshina Karunananthan,10.1145/3554944.3554964,2022
Sabrina Zahner,Gabriel Lüchinger,10.1145/3554944.3554964,2022
Sabrina Zahner,Sabrina Lindau,10.1145/3554944.3554964,2022
Sabrina Zahner,Michael Burch,10.1145/3554944.3554964,2022
Edina Misini,Keshina Karunananthan,10.1145/3554944.3554964,2022
Edina Misini,Gabriel Lüchinger,10.1145/3554944.3554964,2022
Edina Misini,Sabrina Lindau,10.1145/3554944.3554964,2022
Edina Misini,Michael Burch,10.1145/3554944.3554964,2022
Keshina Karunananthan,Gabriel Lüchinger,10.1145/3554944.3554964,2022
Keshina Karunananthan,Sabrina Lindau,10.1145/3554944.3554964,2022
Keshina Karunananthan,Michael Burch,10.1145/3554944.3554964,2022
Gabriel Lüchinger,Sabrina Lindau,10.1145/3554944.3554964,2022
Gabriel Lüchinger,Michael Burch,10.1145/3554944.3554964,2022
Sabrina Lindau,Michael Burch,10.1145/3554944.3554964,2022
Nadine Christen,Michael Schlotter,10.1145/3554944.3554965,2022
Nadine Christen,Juliane Streitberg,10.1145/3554944.3554965,2022
Michael Schlotter,Juliane Streitberg,10.1145/3554944.3554965,2022
Yves Staudt,Thomas Keller,10.1145/3554944.3554966,2022
Yves Staudt,Heiko Rölke,10.1145/3554944.3554966,2022
Yves Staudt,Michael Burch,10.1145/3554944.3554966,2022
Thomas Keller,Heiko Rölke,10.1145/3554944.3554966,2022
Thomas Keller,Michael Burch,10.1145/3554944.3554966,2022
Heiko Rölke,Michael Burch,10.1145/3554944.3554966,2022
Dennis Collaris,Jarke J van Wijk,10.1145/3430036.3430067,2020
David Beil,Andreas Theissler,10.1145/3430036.3430060,2020
Benedikt Grimmeisen,Andreas Theissler,10.1145/3430036.3430058,2020
Yating Hu,Michael Burch,10.1145/3430036.3430053,2020
Yating Hu,Huub M M van de Wetering,10.1145/3430036.3430053,2020
Michael Burch,Huub M M van de Wetering,10.1145/3430036.3430053,2020
Jan H M Korst,Verus Pronk,10.1145/3430036.3430065,2020
Jan H M Korst,Jarke J van Wijk,10.1145/3430036.3430065,2020
Verus Pronk,Jarke J van Wijk,10.1145/3430036.3430065,2020
Michael Burch,Abdullah Saeed,10.1145/3430036.3430052,2020
Michael Burch,Alina Vorobiova,10.1145/3430036.3430052,2020
Michael Burch,Armin Memar Zahedani,10.1145/3430036.3430052,2020
